Title,Info,Company,Company1
CFCE / Chaud Froid Climatisation Equipem...,"05, boulevard des Entrepreneurs.Coopérat...",0661 37 88 24 / 0661 32 84 78 / 0661 35 02 88,cfce_algerie@yahoo.fr / zitouni.melab@cfce.dz
INTERWOOD,ZONE RURALE ILOT N° 21 SECTION 06 (42400...,0770 14 13 50 / 0770 91 61 70,interwood1_dz@yahoo.fr
Algerian Vending Company,"Lot 107, n°70. El Hassi,Setif,Algérie",0550 28 26 82 / 0770 92 22 75,atlexj@yahoo.fr
MCC / Al Mansour Commercial Center,Palais des expositions.Pavillon B.Pins M...,0560 09 24 57,contact@mcc.dz
SOSKA,"09, rue Larbi Allik (cité DNC). Hydra,Al...",023 48 91 91 / 0661 51 15 15 / 0661 54 61 95,info@soskabtp.com
Afrique Engins,"Coopérative Camps 2, n°67.Kouba,Alger,Al...",023 70 72 72 / 023 70 73 73 / 0661 52 18 37 / 0555 05 01 83,africengines@yahoo.fr
CMGS,"cité 1300 logts bt 84 N 96 El Khroub,Con...",031 76 51 27 / 0661 30 36 74,salhiwh1@yahoo.fr
Samisec Algérie,"Cité Mohammadia. Bt. 25A, n°547. Mohamme...",023 72 15 50 / 023 72 12 23 / 0661 21 59 30 / 0560 00 45 37,info@samisec.com
ALGEMACO,"12, rue de la Palestine.Rouiba,Alger,Alg...",,
Servo Coima,"Cité Abila Ali 05, lot n°02,Alger,Algéri...",0770 65 42 45,commercial@servo.com
ENPS / Entreprise Nationale des Panneaux...,Route de Ouled Fayet. Chéraga.Bp 16,0560 00 23 80 / 0560 07 71 15,enpsdg@yahoo.fr
ZIE Zebbiche,"1, rue Messaoudine Aissa .Ain Benian,Alg...",023 10 32 72 / 0661 52 98 91 / 0661 42 04 22 1 / 0661 42 04 22,yazbiche@yahoo.fr
COFATIM,Rue Djenane Bendanoun.Villa 70A.Panorama...,023 70 98 13 / 0662 72 33 28 / 0774 47 49 57,cofatimdz@yahoo.fr
ADH,"Siege Social: Ancienne Galerie, route de...",021 31 09 73 / 0555 08 99 57,sarl.adh@hotmail.com
FABS / Fabrication d'Articles de Bureaux...,"Zone d’activité.Bp n°860.Berriane,Cité L...",029 24 99 35 / 029 24 99 26 / 023 83 36 38 / 023 83 36 44 / 023 83 36 33 / 0555 07 13 00 / 0770 91 4,fabs_berriane@yahoo.fr
GMP Etiquettes Adhesives,"08, route de Meftah .Oued Smar,Alger,Al...",0770 21 60 00,contact@gmp-etiquettes.com
CV / Clas'vit,"Zone industrielle de Oued Smar.Bp n°59,A...",023 93 57 29 / 0550 90 02 53 / 0560 01 84 84,clasvit@hotmail.com
FCGB / Fabrication de Cabines Saharienne...,Zone Industrielle Ouled Ali .Khemis El K...,0550 24 26 39,a.brahim@fcgb-dz.com
MSB / Madani Scolaire et Bureaux,"Cne de Frikat . Draa El Mizan,Tizi Ouzou...",026 38 71 71 / 0770 80 67 80,contact@stilina.com
IMC / Industries Médico Chirurgicales,"Zone industrielle voie A, B.P 26, Rouiba...",0661 94 31 48,info@imc-dz.com / dc@imc-dz.com
POLYCAD / Polymères Caoutchoucs Dérivés,"Zone d' Activité, lot n°55.Draa El Mizan",0560 02 25 16,contact@polycad-dz.com
UIBD / Unité Industrielle Bouhala-Douma,"Cité Annasre .Ain Touta.Batna,Batna,Algé...",033 83 57 84 / 0661 83 67 95 / 0771 83 02 50,doumaindustrielle@gmail.com
AP / Africa Protection,"Zone d'activité, lot n°03.Bp 143,Setif,A...",036 82 24 02 / 036 82 23 97 / 0561 65 00 96 / 0561 65 00 95 / 0560 91 66 21,commercial@africaprotection.com
Sameg Karcher Algérie,"Cité urbaine B02, villa n°2.Ain Naâdja,A...",021 22 18 20 / 0661 50 74 93 / 0661 78 37 53,samegkarchef_dz@yahoo.com
SAVET / Société Algérienne de Vêtements,"02, rue Saddok Djillali.Douera,Alger,Alg...",023 32 86 46 / 0550 48 21 57,shoufel@savet-dz.com
Manbaa El Ghezlane,"8, avenue Hakim Saadane,Biskra,Algérie,0...",033 73 60 39,info@groupetahraoui.com
Invest Inox,Ain Naadja Sud Lot N° 126/2 Gué de Cons...,0770 27 72 51 / 0770 27 72 50,contact@investinox.com / nabila.bekhouche@investinox.com / zemmam@investinox.com
SPS / Système Panneaux Sandwichs,Zone industrielle.El Alia.Bab Ezzouar.Bp...,023 83 97 00 / 023 93 97 01 / 023 83 97 02 / 0660 37 66 67 / 0661 15 59 52 / 0660 37 66 73,info@sps-dz.com
Add Beton,Cité n° 20 Remel. route de Ain Taya. Rou...,023 71 54 20 / 023 71 54 27 / 0561 73 08 45 / 0661 93 00 02,info@addbeton.com
Bati Self et Cie,"N°6 Bis.Cité Mouloud Sidi Abdelkader,Bli...",025 24 63 18 / 0780 80 19 30,info@ammour.com
Groupe Palc Chemical,"Usine: Kara Mustapha, lot n°293.Ouled Mo...",0660 20 44 68 / 0560 90 06 09,contact@groupepalc.com
REMELEC / Groupe Aberkane,"Zone industrielle.Voie C.Bp 243.Rouiba,A...",023 85 01 01 / 023 85 00 13 / 023 85 03 82 / 0555 01 22 14 / 0790 83 92 89,info@remelec.com
ITA / Industries Thermiques Algerienne,Zone Industrielle le Palma. 25000,0560 52 37 95,itadz.net@gmail.com
TELECTRONIQUE,"14, cours Aissat Idir.El Harrach,Alger,A...",,telectronicmb@yahoo.fr
CMF / Construction de Meubles Frigorifiq...,"Zone d'activité du Mazafran, lot n°06.Ko...",024 52 10 48 / 020 50 44 89 / 0555 04 58 83 / 0555 04 58 85,info@cmf-dz.com
COMINOX / Construction de Matériel Inoxy...,Rn n°24.Ain Taya,0555 01 25 38 / 0555 01 25 40 / 0555 01 25 43,cominox@dz-cominox.com
DIMAFROID,"33, route Ras El-Aïn.N'Gaous,Batna,Algér...",0770 76 00 70 / 0770 88 07 40 / 0661 57 34 17 / 0770 50 43 49,info@dimafroid.com
Comodhor Industrie,"3, rue Larbi Ben M'hidi,Usine:Quartier v...",021 52 86 11 / 0661 92 39 34,info@comodhor.com
SACOM / Société d'Ameublement et de Cons...,"113, rue Saint Joseph, hai Khemisti. Bir...",0540 03 91 61 / 0540 03 91 60,sacom.bireldjir@gmail.com
A.Louni Extincteur,"101, boulevard Krim Belkacem,Alger,Algér...",023 50 71 39 / 023 50 71 45 / 0661 51 13 97 / 0560 08 40 04,hayetlouni@hotmail.com
GLA / Générale Lumière Algérie,Zone Industrielle Centre Ben Boulaid.Bp...,025 20 82 04 / 025 20 82 06 / 025 20 81 87 / 0770 93 59 58 / 0770 93 59 59 / 0770 95 56 31,info@kadriluminaire.com
FM / Fonderie des Métaux MADANI FM,"Lot n°16.Ben Talha.Baraki,Alger,Algérie",023 90 14 00 / 0550 11 02 01 / 0661 09 30 93,info@fonderie-madani.com
ENALUX,"50, route de Meftah.Bp 81.Zone industrie...",023 93 95 13 / 0555 30 75 72,enalux.industrie@hotmail.com
SFMO / Société de Fabrication de Machine...,"Echangeur Boufarik nord.Bp 61F,09471",0560 04 45 55 / 0771 41 26 28,info@sfmo-moussaoui.com / marketing@sfmo-moussaoui.net
SIBEA / Société Industrielle de Boulonne...,Zone industrielle.Quatre Chemins.Bp 348...,034 10 25 13 0560 04 82 67,sarl_sibea@yahoo.fr
STS / Société de Tréfilerie de la Soumma...,Route El Kseur Boukalaa. Zone Industriel...,034 10 25 07 / 034 10 25 09 / 034 10 25 10 / 0661 63 06 64,stsmetal@yahoo.fr
KCA / Khenteur Composants Automobiles,"70, zone industrielle,Sidi Bel Abbès,Al...",048 70 35 25,info@akhenteur.com
IMB Industrie,"01, Boulevard Mohammed Khemisti.Dar El B...",0770 43 62 12,info@imb-industrie.com / n.nailabderrahmane@imb-industrie.com
ACG / L'Algérienne de Construction et de...,Zone Industrielle.Cité El Alia.Bp 94.Oue...,023 93 58 07 / 023 93 58 04 / 023 93 58 06 / 0555 62 49 66 / 0561 90 30 09,contact@acg-dz.net
STC / Sadaoui Trading Corporation / SAF...,"Lot n°238, Ben Amar.Route de Hammadi.Rou...",021 81 00 78 / 0551 49 60 37 / 0552 69 66 51,safmobili@safmobilidz.com
Neoflux enseignes,"8, rue Maidi Achour. Alger Centre,Alger,...",021 63 02 35 / 0555 21 81 76 / 0770 12 83 81,neofluxcommercial@yahoo.fr
Talaoubrid Trading,Micro-zone Industrielle de Mohammedia.Lo...,023 82 61 91 / 0560 14 60 69,info@talaoubridtrading.com
ECIA / Entreprise du Câble Industriel d'...,"Zone d'activité tranche 5, n°43.Bp 376,1...",0661 33 80 85,eciahar@hotmail.com
SFA / Spécialiste en Fichiers Administra...,"173, lot Ouled Chbel.Birtouta,Alger,Algé...",023 33 62 41 / 023 33 62 42 / 023 33 62 43 / 0770 62 74 44 / 0770 80 76 05,sfa_dz@yahoo.fr
BCR Groupe / Entreprise de Production de...,"Cité Bizar.Bp 37,Setif,Algérie,19000",,info@bcr.dz
ENMTP Groupe / Entreprise Nationale de M...,"Zone industrielle.Ain Smara.Bp 67,Consta...",0770 41 06 76,info@enmtp.com
SIMAFE / Société Industrielle de Matérie...,"51, Cité Tebbal,Bejaia,Algérie,06000",0660 20 34 12,infos@simafe.com
SOMEMI / Société Maghrebine de Mécanique...,"Zone industrielle Ouled Salah.Taher,Jije...",0661 41 82 18,somemi_dz@hotmail.com
SONARIC / Unité Technico Commerciale,Route de Baraki.Gué de Constantine.Bp 24...,023 93 41 60 / 023 93 41 61 / 023 93 41 62,sonaricuctc@yahoo.fr
Transfo Metal,"Zone industrielle.El Guerrara.Bp 54,Ghar...",0661 85 34 45 / 0772 01 89 91,transfo_metal@yahoo.fr
Electro Industries / Entreprise Industri...,"Rn n°12. Azazga.Bp 17,Tizi Ouzou,Algérie...",026 14 98 00 / 0660 36 50 26,contact.ei@electro-industries.com
"SERMO / Société d'Etudes, de Réalisation...","Zone d'activité, n°3.Bp a sortie du nord...",0550 09 00 74,sermo.dz@gmail.com
INFORAMA,"Rue J, Angle L, hai Othmania ex Maraval,...",041 53 38 90 / 0560 90 73 33 / 0560 90 73 40,contact@inforamanet.com
AGENOR / Agence Nationale pour la Transf...,"71, avenue Mohamed Belkacem (ex Ravin de...",0661 21 14 88,agenor@agenor-dz.com
Morsi S,"Route nationale, n°8 Miller.Eucalyptus,A...",021 50 04 13 / 021 50 04 56 / 0661 51 79 81,morsi_djaz@hotmail.fr
POVAL / Pompes et Vannes Algériennes,Siège Social: Zone Industrielle de Berro...,025 77 33 56 / 023 85 12 94 / 023 85 12 95 / 023 85 12 98,poval_dz@yahoo.fr
AMC / Entreprise Nationale des Appareils...,"Route de Djemila. El Eulma. Bp 248,19600",0770 03 48 02,direction.comercialisation@enamc.dz
ETRAG / Entreprise Tracteurs Agricoles,"Oued Hamimime.El Khroub.Bp 396 ,25100",,info@cmt.dz
CMA / Entreprise de Construction de Maté...,"Boulevard Messali Hadj.Bp 38,Sidi Bel A...",048 76 42 29 / 048 56 80 94,dtc@cma-spa.dz
CABEL / Cablerie Electriques d'Alger,"Rn n°38.Gue de Constantine.Bp 94.Kouba,A...",0661 74 39 25,marketing.cabel@hotmail.fr
CATEL / Câbleries Télécommunication d'Al...,Zone industrielle de Oued Smar. El Harra...,0550 38 65 69,contact@catel-dz.com
INATEL / Industrie Algérienne de la Télé...,"Zone industrielle. Route de Chetouane, B...",043 27 10 70 / 043 27 32 13 / 043 27 46 41,directiongeneral@inatel.dz
SAAC / Société Algérienne d'Accumulateur...,"Zone industrielle.Voie 4.Bp 127.Rouiba,A...",023 85 01 66 / 023 85 01 71 / 023 85 01 67,saacurr@yahoo.fr
Algerie Ressorts Rouiba,Cité 96 logts en face l'usine coca cola...,0550 21 49 91 / 0555 61 94 75,msoudage@yahoo.fr
SOFREL / Cobra Electronics,"Centre Ali Bouhadja.Birtouta,Usine:Zone...",023 59 35 86 / 0770 32 99 03 / 0560 06 04 06,adj.commercial@cobra.com.dz
Groupe SOGEMETAL / Société de Constructi...,"Route de Beni Douala.Bp A2.Poste Chikhi,...",026 40 70 03 / 026 40 70 05 / 0660 36 87 73 / 0660 57 69 53,sdg@sogemetal.com
DOMELEC / Enel Electricité Domestique,"Ain Touila, route nationale n°88. Bp 37,...",0662 97 80 30 / 0558 97 94 13,spadomelec@yahoo.fr
AL CHAUD / Alioua Chaudronnerie,"Sikh Oumedour.Rn12.Oued Aissi,Tizi Ouzou...",026 41 32 30 / 026 41 32 33 / 0770 24 18 98 / 0661 66 06 54 / 0770 91 44 57 / 0770 50 60 97,contact@alioua-chaudronnerie.com
SITEL / Société Industrielle Algérienne...,Zone Industrielle.Chetouane.Desserte n°6...,043 27 14 66,contact@sitel.dz
FAPOBENAS / Fabrication de Pompes à Béto...,"19 Egzib Birtouta, Autoroute Alger vers...",,info@fapobenas.com
Bya Electronic,"Lots 46/47, zone d'activité de Ain El Bi...",041 69 90 01 / 041 69 90 02 / 0555 02 74 88 / 023 50 58 54,contact@bya-electronic.com
ELSECOM Automobile,"Rue Baha M'hamed.n°11, cité Douzi. Bab E...",023 85 30 86,contact@elsecom.com
FECA / Fabrication d'Equipements Collect...,"Lot n°23.Zone industrielle Ouled Moussa,...",024 93 25 51 / 024 93 25 52 / 0770 88 06 99 / 0770 18 61 75 / 0770 19 20 76,sarlfeca@gmail.com
2M Industries,"Immeuble N°3, Résidence Gimmo.Bab Ezzoua...",023 88 46 43 / 0555 05 02 89,contact@2m-industries.com
Ababou Electronics / Cristor,"Rn n°5.Bp 506,Bordj Bou Arreridj,Algérie...",035 76 51 51 / 035 68 48 84 / 0770 34 23 49,info@groupe-ababou.com
Essalem Electronics,"Lot 34,zone d'activité B El Alia. Bab Ez...",0560 18 12 50 / 0561 72 72 72,consommateur@essalem-electronics.com
REELEC / Entreprise des Réalisation Elec...,"Rue Mohamed Kaci. Baba Hassen,16303",0561 65 47 56,dg@reelec.dz
Data Tools,"84, lotissement D, 1652 El Achour",0770 89 08 46 / 0661 54 40 22,commercial@datatools-dz.com / ghaniaouchia@datatools-dz.com
Allik Sport,"Zone industrielle de Rouiba, ilot 365 s/...",0770 90 21 40 / 0770 90 21 50,alliksport@yahoo.com
Sarl Dafia / Fabrication de Machines Ind...,"Centre de Hallouya. Soumaa,Blida,Algérie...",025 28 10 60 / 0674 54 96 56,info@sfmbhallouya.com
King Line Computer,"Rue A, Bir Mourad Raïs, Alger, Bir Moura...",,bog@klc-dz.com
FAMMED / Fabrication Matériel Médico Chi...,"Souama Entre.Mekla,Tizi Ouzou,Algérie",026 19 01 65 / 0661 28 46 73,fammedsol@yahoo.fr
UFMATP / Unité Fabrication Machines Agri...,"Cw 42 Aftis.Commune de Boudjellil,Bejaia...",030 40 45 20 / 034 19 54 54 / 0555 08 25 91 / 0555 08 25 92,contact@ufmatp-dz.com
BMS Electric / Fabrication d'Appareillag...,"Show Room: 03, Rue du stade .Draria,Alge...",021 35 47 20 / 021 35 30 14 / 021 35 50 64 / 021 35 47 20 / 021 35 47 20 / 0660 37 46 37,info@bms-electric.com
CODIM / Comptoir de Distribution de la M...,Route Nationale n°05.El Hamiz.Dar El Bei...,023 85 66 86 / 023 85 66 89 / 023 85 66 90 / 0770 98 68 29,info@codim-dz.com
FONDAL / Entreprise Nationale Des Fonder...,"3/5, route de Baraki.BP n°18. El Harrach...",023 74 91 24,contact@fondal.dz
All Stores TRADING,Lot 109 Sidi Abad Tessala El Merdja.Birt...,0770 27 83 87 / 0770 49 13 71 / 0770 41 15 72 / 0770 96 57 52,allstores-alger@hotmail.com / info@allstoresalgerie.com
HYDROPOMPES / Société Algérienne Fabrica...,"05, rue d'Agadir.Khaldia,Zone Industriel...",0661 99 98 01 / 0661 99 59 47 / 0661 99 98 08 / 0661 99 98 06,commercial@hydropompes.com
El Djarissi Motors Company,"Rue Ayad Ali.Guerouaou,Blida,Algérie",0555 98 55 50 à 56,contact@djarissi.com
Métal Soude,Locale n°31. Zone Industrielle Fort Turc...,026 28 30 34 / 0770 97 59 79 / 0770 96 38 72,metalsoude@yahoo.fr
Kouba Balance,"74, lotissement les Citronniers en face...",021 68 70 18 / 0661 51 19 37,kouba_balance@hotmail.com
FREE TRADING PLUS,"Zone industrielle, route de M'sila,Bordj...",035 87 38 35 / 0661 37 03 00 / 0550 34 44 71,tcl.algeria@yahoo.fr
Equip Stores,"Bois des cars 3, n°19.Dely Ibrahim,Alger...",0552 49 39 09,
GMI / Groupe Moteur International Algéri...,"Zone industrielle Oued Sly,2000",0555 02 30 75 / 0550 56 44 98,groupegmialgerie@yahoo.fr
ALTUB / Société Algérienne de Fabricatio...,"Zone Industrielle, lot 178.Oued Smar,Alg...",0560 03 32 21,contact@altub-dz.com
Dhirar Electrique,"2, route Boussahla Amor, cité l’hypodrom...",033 86 32 32,dhirar@dhirar-elec.com
Maghreb Vision,"Zone industrielle.Oued Smar.Bp 69,Alger,...",021 51 39 70 / 021 51 39 71,contact@maghreb-vision.com
ALPROS / Algerian Production Systems,"119, Ain El Bey 1, 2 tranche Frères Ferr...",031 69 23 05 / 0550 55 04 10,admin@alpros-dz.com
MATHERM / Construction de Chaudières Ind...,"16, rue Dali Boumediènne.St Pierre,Oran,...",041 33 22 59 / 041 82 72 27 / 0661 20 15 34 / 0550 57 20 58,contact@matherm-dz.com
Groupe Salemkour / Mobili Styl,"Cité Fettal.Bp 89.Beni Mered,Blida,Algér...",025 27 62 43 / 025 27 62 46,info@mobilistyl-dz.com
ALRECOM,"Lot 475, rue Ahmed Ghazi. Bp n°13. Barak...",0772 39 34 32 / 0550 55 09 66 / 0541 47 87 31,contact@alrecom.com
SADIMET,"Rue Ali Layachi. Rouiba,Alger,Algérie",023 85 55 26 / 023 85 50 80 / 023 85 55 95 / 023 85 51 33,contact@sadimet-dz.com
ALEXO / Algerie Extrusion,Centre d'affaires El-Qods. Niveau M3 Ail...,0660 36 87 89,info@spaalexo.com
GH Komatsu,"Zone industrielle ,Division 7, Propriété...",0555 06 21 21,contact@groupehasnaoui.com
SENTRAX,"Zone industrielle.Route de M'sila,Bordj...",035 87 38 25 / 0554 50 45 62 / 0554 50 45 63,tcl.zenati@yahoo.fr
ECFERAL / Entreprise de Chaudronnerie et...,"14, route de l'Arbaa.Zone industrielle E...",0770 52 51 44 / 0770 25 30 32,sevclt@ecferal.com / epal@portalger.com.dz
MF / Mondial Four,"Zone industrielle Nedjma, n°03.Sidi Cham...",041 21 60 01 / 041 21 60 00 / 0561 65 29 20 / 0561 65 45 29 / 0661 20 06 68,contact@mondialfour-dz.com
Afric Moules Plastimeca Industrie,"Zone d'activité.Dar El Beida, n°151.Bp 6...",023 83 32 90 / 0661 51 52 62,africmoulesnb@hotmail.fr
Yahiaoui Ahmed,Zone industrielle Ibnou Badis.Bp 65.Khro...,031 95 02 55 / 0770 74 47 54 / 0771 54 23 31,ahmedyahiaoui@yahoo.fr
SABA / Société Algérienne de Batterie EL...,05 Avenue Mohamed Salah Benabbes - BATNA,,sabasabafahd@yahoo.fr
INDEFRIGO,"Lot no 4, Haouch R'mel.Heuraoua.Bp 155 ""...",023 71 54 32 / 0560 98 09 00 / 0560 98 09 50,indefrigo@yahoo.fr
SONERAS / Société Nouvelle du Radiateur...,"Zone industrielle de Bounoura. Bp n°46,G...",0770 53 65 64 / 0770 53 66 24 / 0770 50 65 17 / 0770 50 65 18,info@okindustrie.com
"CRIMA / Conceptions, Réalisations Indust...",Zone industrielle.Route de Chetouane.Voi...,043 27 33 44 / 043 27 33 45 / 0561 69 29 00,contact-crima@crima-dz.com
Afrique Aluminium,"Zone industrielle.Oued Smar.Bp 73,Alger,...",021 51 66 11 / 021 51 58 08 / 0555 01 97 94,info@afrique-alu.com
SACM / Société Algérienne de Constructio...,3ème boulevard périphérique.Petit lac.Bp...,0661 20 02 37,contact@sacm-dz.com
COMEFI / Comptoir Maghrébin des Equipeme...,"25 bis, cité Mouloud. sidi Abdelkader. 0...",0770 60 05 05 / 0555 04 72 04,contact@sarlcomefi.com
SAAR / Société Algérienne d'Agencement e...,"214, rue Mohammed Belouizdad.Hamma El An...",0555 61 68 73,saar.industrie@gmail.com
Afric Câbles,"Zone industrielle de Baba Ali.Birtouta,A...",023 92 45 41 / 0560 00 99 99 / 0661 57 59 38,africables2009@hotmail.fr
Agro Industrie Algerie / Groupe Kherbouc...,Zone industrielle.Chetouane.Desserte n°0...,043 27 87 56 / 043 27 87 57 / 043 27 87 58 / 043 27 87 59 / 043 27 60 50 / 0550 00 36 45 / 0550 16 56 71,contact@groupekherbouche.com
SOFACC / Société de Fabrication d'Accumu...,"Haï Bassa.Berriane.Bp 1259,Ghardaia,Algé...",029 24 75 95 / 029 24 75 02 / 0555 00 31 68,info@bergan-energy.com
SOTRAMET / Société de Transformation des...,"Route d'Oran.Bp 69.Khemis Miliana,Ain De...",027 56 71 03 / 027 56 71 04 / 027 56 71 05 / 0661 60 75 06,sotramet@yahoo.fr
TRAMOR / Société de Transformation Indus...,"Village Bouamama.Sidi Chami,Oran,Algérie...",0661 20 10 66,eurl.tramor@yahoo.com
NAGOS MVI,Lot Amara 2.Route de Ouled Fayet.Chéraga...,021 20 22 02,nagos_mvi@yahoo.fr
SPORTIFF,Rue Bouregaa Mustapha Hallouya Bp 118.So...,025 28 12 01 / 0770 99 98 39 / 0790 77 41 80 / 0559 72 71 94,info@sportiff-dz.com
Comet Médical,Zone industrielle les Zouines.Baba Ali.B...,023 57 01 39 / 023 57 01 76 / 023 57 01 77 / 0555 90 10 16 / 0555 90 10 14 / 0555 90 10 15,info@cometmed.com
TOREX,"11, rue B les Crêtes.Hydra,Alger,Algérie",023 48 50 55 / 0770 14 68 22 / 0770 27 40 14,torexal@gmail.com
EEII / Equipement Electrique Immobilier...,"Zone industrielle, n°103.lot 07, zone B,...",0550 51 33 04,info@eeii-dz.com
LUXMETAL,"57, Hai El Badr.Bachedjerrah.Bp 21,Alger...",021 29 81 87 / 0550 90 99 13 / 0770 62 82 27,luxmetal.contact@gmail.com
Satal Plus / Direction Générale,"05, lotissement El Feth Jolie Vue.Kouba,...",0661 96 25 01,info@satalplus.com
Olyatem Automatic / OMRON,"105, rue Tripoli.Hussein Dey,Alger,Algér...",021 23 48 29 / 021 47 66 96 / 0770 33 53 76 / 0560 00 33 01 / 0560 00 33 02,olyatemomron@gmail.com
BKL Industrie,"Usine:Lot 33, zone industrielle.N°2.Oule...",0782 45 96 14 / 0782 45 96 18,contact@darbkl.com
KOLLIRAMA,"Route national n°12.Oued Ghir,Bejaia,Alg...",034 80 07 77 / 0770 97 09 01 / 034 80 07 77,contact@kollirama.com
Agif Industrie,"131 Cooperative, Route Ouled Brahim Hamm...",024 93 37 58 / 024 86 03 84 / 0555 03 13 63 / 0661 51 33 85,infos@agifdz.com
Palma Meuble,"17, zone industrielle de Palma,Constanti...",031 60 68 06 / 0661 51 18 00,palmameuble@yahoo.fr
SPSRS / Société de Panneaux de Signalisa...,"Zone industrielle.Oued Smar.Bp 33 M.,Alg...",021 51 52 54 / 021 51 52 55 / 021 51 56 08 / 0550 96 88 12 / 0550 96 86 64,spsrs.signalisation@gmail.com
2M EXPERT ALGERIA,Zone industrielle de Oued smar.Voie cw11...,023 93 02 98 / 0550 65 00 75 / 0770 65 00 75,algerie@2m-expert.com
MANUTAL / Matériel de Manutention et Equ...,Zone industrielle.N°37.Bp 651.Ben Boulai...,025 20 80 39 / 025 20 80 53 / 0550 52 80 76 / 0661 92 24 56 / 0661 61 00 53,manutal@hotmail.com
NAFCO / North Africain Company,"Zone d'activité de Zéralda.Lot 29, n°03,...",021 32 70 87 / 021 32 70 88,info@nafcosarl.com
Stream Système,"26, rue Mohamed Idir Amellal. EL Biar,Al...",021 79 16 10 / 021 92 03 06 / 0561 61 92 98 / 0560 08 63 59 / 0560 01 20 03,commercial.ntic@bomarecompany.com
AGES / Ateliers Ghouici Equipement Sport...,"5, Rue Traikia.Meftah,Blida,Algérie,0932...",025 33 54 99 / 0661 52 12 18,contact@ages-dz.com
FLR / Fonderie Laiton Robinetterie,"Zone d'activité, n°04.Guerrouaou.Boufari...",0661 74 93 34,flr@yahoo.fr / marketing.flr.robinetterie@gmail.com / marketing@flr.dz / flrcontact@yahoo.fr
SOFICLEF,"03, Rue Rabah Teldja Zone d'activité, Si...",024 71 02 94 / 024 71 02 95 / 024 71 02 97 / 024 71 02 98 / 024 71 02 99 / 0555 60 10 10 / 0555 33 1,contacts@soficlef.com
ATP Mesrouk,"58, avenue Hanafi Hadjarès.Hai El Badr.K...",0661 51 18 30,contact@atpdz.com
TPMC / Travaux Public & Matériel de Cons...,"UV 7, bloc 5/11.Ali Mandjli.El Khroub,Co...",031 67 57 01 / 031 67 57 02 / 0557 30 14 14 / 0771 23 88 26 / 0778 06 73 61,info@tpmchan.com
SOMI / Société Oranaise de Maintenance I...,"10, rue des fréres Belhadj,Oran,Algérie",041 41 42 70 / 0770 62 13 31 / 0770 62 31 61,souci@soumi-dz.com
MOBURO,"120, Route de Douera. Baba Hassen,Alger,...",021 35 02 30 / 021 35 01 81 / 0555 01 28 52 / 0555 01 28 48,contact@mcburo.dz
