Title,Info,Company,Company1
Ambassade du Canada,"18, rue Khalef Mustapha.Ben Aknoun.Bp 48...",,alger-dz@international.gc.ca
Ambassade de la République de Corée,"1, Chemin El Bakri.Ben Aknoun",023 23 04 19,agkoem@gail.com
Ambassade de la République de Côte d'Ivo...,Immeuble le bosquet.Paradou.BP 710.Hydra,,acialg@yahoo.fr
Ambassade des Emirats Arabes Unis,"02, rue Mohammed Drarni.Hydra.Bp 165.Alg...",,algeriaemb@mofa.gov.ae
Ambassade du Royaume d'Espagne,"26 bis,chemin des Glycines.El Biar",,emb.argel@maec.es
Ambassade des Etats Unis d’Amérique,"4, chemin Cheikh el Bachir El Ibrahim.El...",0770 08 20 00,consularalgiers@state.gov
Ambassade de la République de Guinée Bis...,"17, Cite Said Hamdine, BIR MOURAD RAIS",,ambagbalg@yahoo.com.br
Ambassade du Royaume Hachémite de Jordan...,"44, avenue Said Hamdine.Hydra",,jordan@ambassade-jordanie.dz
ONDA / Office National des Droits d'Aute...,"49, rue Hamla Abderrezak .Bologhine,Alge...",023 15 00 70 / 023 15 00 84 / 021 61 02 55 / 021 61 02 56,dg-onda@onda.dz
Ambassade de la République du Mali,Rue Reguieg. Dely Ibrahim,,ambamalialger@gmail.com
Ambassade du Royaume du Maroc,"08, rue Abdelkader Azil. El Mouradia",,ambmaroc-alg@maec.gov.ma
Ambassade de la République du Niger,"54,rue du vercors.Air de France. Bouzare...",,ambassadenigeralger@hotmail.fr
Ambassade de la République Islamique du...,Chem Abdelkader Gadouche. Hydra,,repalgiers@mofa.gov.pk
Ambassade de l'Etat de Palestine,Cité Diplomatique.Dely Brahim,,embpaldz@gmail.com
Ambassade du Royaume de Suède,"Rue Olof Palme, nouveau Paradou. Hydra",,ambassaden.alger@gov.se
Ambassade de la République Yemenite,"10, cité la Madeleine.Hydra",,yemenembdz@hotmail.com
Ambassade de la République Démocratique...,"Villa 19, Cité DNC.Hydra",,ambardc-alger@hotmail.com
ENG / Entreprise Nationale des Granulats,"Cité Administrative, lot n°135. Ouled Fa...",0660 40 32 24,info@eng.dz
LTP/ Laboratoire des Travaux Publics de...,"Zone industrielle 24 Fevrier 1956,Consta...",031 60 71 85 / 031 60 71 86 / 0555 04 62 67,ltpe.drs@ltp-est.com
EGT Zeralda / Entreprise de Gestion Tour...,"Complexe Touristique de Zeralda,Alger,Al...",021 32 78 68,direct-generale@egct-zeralda.dz
Chambre d'Agriculture de la Wilaya d'Adr...,"50 Logts.Hamel,Adrar,Algérie",049 96 77 38,cawadrar@yahoo.com
Chambre d'Agriculture de la Wilaya de Ch...,"Hai Benssouna,Chlef,Algérie,02000",027 77 46 63 / 027 79 08 57,chlefcaw02@yahoo.fr
Chambre d'Agriculture de la Wilaya d'Oum...,CAW d'Oum El Bouaghi.Rue El Madfoune.Bp...,032 56 07 26 / 032 56 06 51 / 032 56 03 59,cawoeb@hotmail.fr
Chambre d'Agriculture de la Wilaya de Ba...,"Paule Administratif.Cité La Verdure,Batn...",033 81 46 56,cawbatna05@gmail.com
Chambre d'Agriculture de la Wilaya de Bé...,"Bt. B, n°33-34.Cité 50 logements Raabia,...",034 22 27 76,cawbejaia06@gmail.com
Chambre d'Agriculture de la Wilaya de Bi...,"Rue des Frères Djezzar.Bp 635,Biskra,Alg...",033 53 74 70,cawbiskra2006@yahoo.fr
Chambre d'Agriculture de la Wilaya de Bé...,"lotissement gharassa08000,Bechar,Algérie",049 21 57 15,cawbechar@yahoo.fr
Chambre d'Agriculture de la Wilaya de Bl...,"103, avenue Ben Boulaid.Bp 3202,Blida,Al...",025 23 44 16 / 025 23 44 17 / 0661 61 21 50,cawblida@yahoo.fr
Chambre d'Agriculture de la Wilaya de Bo...,"Zone des parcs de la Wilaya de Bouira,Bo...",026 73 01 71 / 026 73 01 72,cawbouira10@yahoo.fr
Chambre d'Agriculture de la Wilaya de Ti...,"Cité 1575 Logts,Tiaret,Algérie,14000",046 22 18 29,caw_tiaret@hotmail.com
Chambre d'Agriculture de la Wilaya d'Alg...,Palais des expositions.Pins Maritimes.Mo...,021 21 00 39 / 021 21 00 52,cna_agric@yahoo.fr
Chambre d'Agriculture de la Wilaya de Dj...,"Cité Mohammed Boudiaf,Djelfa,Algérie",027 92 34 19 / 027 92 34 18,cawdjelfa@yahoo.fr
Chambre d'Agriculture de la Wilaya de Sé...,"Caw de Setif.Ain Tbinet (ex IAPI).Bp 31,...",036 62 16 10 / 036 62 16 29 / 036 62 16 31,cawsetif@yahoo.fr
Chambre d'Agriculture de la Wilaya de Sa...,"09, rue Daoudi Moussa,Saida,Algérie,2000...",048 41 04 17 / 048 41 04 26 / 048 41 04 25,chambresaida@gmail.com
Chambre d'Agriculture de la Wilaya de Sk...,"3, rue Ahmed Medaghri,Skikda,Algérie,210...",038 75 23 10,chambagriski@gmail.com
Chambre d'Agriculture de la Wilaya d'Ann...,"Place Mohammed Belouizdad,Annaba,Algérie...",038 45 00 00,dsa2300@yahoo.fr
Chambre d'Agriculture de la Wilaya de Co...,"01, place des Martyrs.Bp 375 RP,Constant...",031 87 24 67 / 031 87 24 59,agricole25@yahoo.fr
Chambre d'Agriculture de la Wilaya de Me...,"Quartier Bezioueche,Medea,Algérie,26000",025 73 46 14 / 025 73 46 15,cawmedea@yahoo.com
Chambre d'Agriculture de la Wilaya de Mo...,Route de Relizane.Vallée des Jardins.Bp...,045 41 51 05,mosta_uow27@yahoo.fr
Chambre d'Agriculture de la Wilaya de M'...,"Cité Cheikh Tahar,M'sila,Algérie",035 55 15 75,cawmsila28@gmail.com
Chambre d'Agriculture de la Wilaya de Ma...,Rue Merzoug Amer Place De Palestine Argo...,045 71 59 91 / 045 71 50 22 / 0660 92 29 92,agri_caw29@yahoo.fr
Chambre d'Agriculture de la Wilaya de Ou...,"Rue El Qods,Ouargla,Algérie,30000",029 71 29 06 / 0660 45 25 22,lazrimohand@gmail.com
Chambre d'Agriculture de la Wilaya d'Ora...,"Route de la Gare.Messerghin,Oran,Algérie...",041 19 02 65 / 041 19 09 31,caworan@yahoo.fr
Chambre d'Agriculture de la Wilaya d’El...,"Hasnaoui Said.Bp 52,El Bayadh,Algérie,32...",049 60 98 24,caw_32@yahoo.fr
Chambre d'Agriculture de la Wilaya d'Ill...,"Siege Apw,Illizi,Algérie",029 41 15 37 / 029 41 22 41 / 0660 33 60 45,cawillizi@yahoo.fr
Chambre d'Agriculture de la Wilaya de Bo...,"Caw route Houari Boumediène.Rn 5,Bordj B...",035 74 83 45 / 035 74 82 46,caw_bba@yahoo.fr
Chambre d'Agriculture de la Wilaya de Bo...,"Route nationale n°24, bt n°5(coté de dje...",024 79 98 17 / 024 79 98 18 / 024 79 98 26,cawboumerdes2017@gmail.com
Chambre d'Agriculture de la Wilaya de So...,"Cite 80 Bureaux, Souk Ahras,Souk Ahras,A...",037 71 00 13 / 037 31 09 01,cawsoukahras@gmail.com
Chambre d'Agriculture de la Wilaya de Mi...,"Route de Zeraia,Mila,Algérie,43000",031 47 32 20 / 031 47 32 21,cawmila43@gmail.com
Chambre d'Agriculture de la Wilaya de Na...,"Zone Industrielle de Mecheria.Bp 270,Naa...",049 78 75 33 / 049 58 71 78,caw45naama@gmail.com
Chambre d'Agriculture de la Wilaya d'Ain...,"Akid Othmane.Bp 143,Ain Temouchent,Algér...",043 79 18 52,chambreagri46@yahoo.fr
Chambre d'Agriculture de la Wilaya de Gh...,"Caw Bp 117.Sidi Abaz,Ghardaia,Algérie",029 25 50 59,cawghardaia@yahoo.fr
Chambre d'Agriculture de la Wilaya de Re...,"Route de Belhacel. Bp 395,Relizane,Algér...",046 76 60 03 / 046 76 61 51,nasro_uow48@yahoo.fr
Wilaya d'Adrar,"Adrar,Adrar,Algérie",049 36 46 41 / 049 36 46 42 / 049 36 46 43,wilaya.adrar1@gmail.com
Wilaya de Chlef,"Chlef,Chlef,Algérie",027 77 24 00,
Wilaya de Laghouat,"Laghouat,Laghouat,Algérie",029 13 11 11 / 029 13 27 00,wilaya.laghouat@gmail.com
Wilaya d'Oum El Bouaghi,"Oum El Bouaghi,Oum El Bouaghi,Algérie,04...",032 55 11 44,
Wilaya de Batna,"Batna,Batna,Algérie,05000",033 80 77 77,contact@wilaya-batna.gov.dz
Wilaya de Bejaia,"Bejaia,Bejaia,Algérie,06000",034 10 32 32,
Wilaya de Biskra,"Biskra,Biskra,Algérie",033 53 81 00 / 033 53 81 01 / 033 53 81 02,
Wilaya de Bechar,"Bechar,Bechar,Algérie",049 24 46 09,service_info@wilaya-bechar.gov.dz
Wilaya de Blida,"Blida,Blida,Algérie,09000",025 20 30 22 / 025 20 30 30 / 025 20 30 46 / 025 20 30 56 / 025 20 32 01 / 025 20 32 02,lawilayadeblida@gmail.com
Wilaya de Bouira,"Bouira,Bouira,Algérie",026 73 43 43,wilayabouira@wilaya-bouira.dz
Wilaya de Tamanrasset,"Tamanrasset,Tamanrasset,Algérie",029 33 11 26,
Wilaya de Tebessa,"Tebessa,Tebessa,Algérie",037 50 11 01 / 037 50 11 02 / 037 50 11 03 / 037 50 11 04 à 10,dtnw@wilaya-tebessa.dz
Wilaya de Tlemcen,"Tlemcen,Tlemcen,Algérie",043 27 70 40 / 043 27 64 80 / 043 27 54 30,wilayatlemcen@hotmail.com
Wilaya de Tizi Ouzou,"Tizi ouzou,Tizi Ouzou,Algérie",026 10 60 61 / 026 10 60 62 / 026 10 61 60 / 026 10 61 61,wilay15@outlook.fr
Wilaya d'Alger,"Boulevard Zighout Youcef. Alger Centre,A...",021 73 00 73 / 021 73 04 84,
Wilaya de Djelfa,"Djelfa,Djelfa,Algérie",027 92 14 14,
Wilaya de Jijel,"Jijel,Jijel,Algérie",034 47 13 45 / 034 47 13 47 / 034 47 45 45,wilayadejijel18@gmail.com
Wilaya de Sétif,"Sétif,Setif,Algérie",036 61 73 13,wilayasetif@wilayasetif.dz
Wilaya de Saida,"Saida,Saida,Algérie",048 41 22 22,
Wilaya de Skikda,"Skikda,Skikda,Algérie,21000",038 75 72 00,cellulecommunicationskikda@gmail.com
Wilaya de Sidi Bel Abbes,"Sidi Bel Abbes,Sidi Bel Abbès,Algérie",048 71 11 23 / 048 71 11 24 / 048 71 11 25,cabinet-mr-wali@wilaya-sidibelabbes.dz
Wilaya d'Annaba,"Annaba,Annaba,Algérie",038 45 13 01,contact@wilaya-annaba.org
Wilaya de Guelma,"Guelma,Guelma,Algérie",037 10 00 05 / 037 10 00 85,
Wilaya de Constantine,"Rue K.F.Kennedy.Constantine,Constantine,...",031 92 00 52 / 031 92 13 99,waliconstantine@yahoo.com
Wilaya de Medea,"Medea,Medea,Algérie",025 78 12 00 / 025 78 18 80,contact@wilayamedea.dz
Wilaya de Mostaganem,"Mostaganem,Mostaganem,Algérie",045 35 35 35,contact@wilaya-mostaganem.dz
Wilaya de M'sila,"M'sila,M'sila,Algérie",035 35 08 04 / 035 35 08 13 / 035 35 08 13,wilayamsiladz@gmail.com
Wilaya de Mascara,"Mascara,Mascara,Algérie",045 72 44 88 / 045 72 44 66,
Wilaya de Ouargla,"Ouargla,Ouargla,Algérie",029 70 25 20,info@wilayadeouargla-dz-gov.com
Wilaya d'Oran,"Oran,Oran,Algérie",041 31 30 69 / 041 31 30 98,oranwilaya@gmail.com
Wilaya d'El Bayadh,"El Bayadh,El Bayadh,Algérie",049 61 25 25,dtn32@mail.wilaya-elbayadh.gov.dz
Wilaya d'Illizi,"Illizi,Illizi,Algérie",029 41 10 34 / 029 41 10 35 / 029 41 10 36 / 029 41 10 37,illizi3@yahoo.fr
Wilaya de Bordj Bou Arreridj,"Bordj Bou Arreridj,Bordj Bou Arreridj,Al...",035 72 23 90 / 035 72 23 47,wil_bba34@yahoo.fr
Wilaya de Boumerdes,"Boumerdes,Boumerdes,Algérie",024 94 91 40 / 024 94 81 80,contact@wilaya-boumerdes.dz
Wilaya d'El Tarf,"El Tarf,El Tarf,Algérie",038 30 10 00,cellule.com.cab.wilayaeltaref@gmail.com
Wilaya de Tindouf,"Cité Ramadine,Tindouf,Algérie,37000",,contact@wilaya-tindouf.dz
Wilaya de Tissemsilt,"Tissemsilt,Tissemsilt,Algérie",046 57 48 52,wilaya-tissemsilt@hotmail.fr
Wilaya d'El Oued,"El Oued,El Oued,Algérie",032 14 17 17 / 032 14 18 18,cci@wilayaeloued.com
Wilaya de khenchela,"Khenchela,Khenchela,Algérie",032 73 48 01 / 032 73 48 02 / 032 73 48 03 / 032 73 48 04,khwil@yahoo.fr
Wilaya de Souk Ahras,"Souk Ahras,Souk Ahras,Algérie",037 72 00 02 / 037 72 00 41 / 037 72 00 06 / 037 32 05 11 / 037 32 38 38,contact@wilaya-soukahras.dz
Wilaya de Tipaza,"Tipaza,Tipaza,Algérie",024 37 16 44 / 024 37 16 45 / 024 37 16 46,
Wilaya de Mila,"Mila,Mila,Algérie",031 47 22 28 / 031 47 22 31 / 031 47 22 35,
Wilaya d'Ain Defla,"Ain Defla,Ain Defla,Algérie",027 50 66 80,
Wilaya de Naama,"Naama,Naama,Algérie",049 59 59 53 / 049 59 59 52,naama@gmail.com
Wilaya d'Ain Temouchent,"Ain Temouchent,Ain Temouchent,Algérie",043 62 33 33,dtn46@yahoo.fr
Wilaya de Ghardaia,"Ghardaia,Ghardaia,Algérie",029 28 30 02,wghardaia@yahoo.fr
Wilaya de Relizane,"Relizane,Relizane,Algérie",046 72 10 00,wilayadz48@gmail.com
CCIS / Chambre de Commerce et d'Industri...,"Cité 392 logements, bâtiment n°18.Bp 33M...",,cci-sahel@caci.dz
CCIM / Chambre de Commerce et d'Industri...,"Boulevard Colonel Lotfi,Blida,Algérie",,ccimitidja.20@gmail.com
CCIT / Chambre de Commerce et d'Industri...,"2, rue des Frères Benterkia.Bp 711,Medea...",,ccititteri@yahoo.fr
CCID / Chambre de Commerce et d'Industri...,"Rue des Frères Aymen.Bp 450,Tizi Ouzou,A...",,contact@ccidjurdjura.dz
CCIM / Chambre de Commerce et d'Industri...,"25, avenue du 1er novembre 1954.Bp 5180,...",0658 18 68 60,cci.mzab@yahoo.fr
CCIS / Chambre de Commerce et d'Industri...,"Rue de la liberté.Bloc administratif,Bej...",,ccishail@gmail.com
CCIBH / Chambre de Commerce et d'Industr...,"Cité Boutout. Bp 240,Mila,Algérie",,cicommila@yahoo.fr
CCIR / Chambre de Commerce et d'Industri...,"6, rue du 26 novembre 1974.Bp 394,Consta...",,cci-rhumel@caci.dz
CCIS / Chambre de Commerce et d'Industri...,"Palais consulaire, place Mohammed Beloui...",,contact@cci-seybouse.com
CCIN / Chambre de Commerce et d'Industri...,"Route de Constantine,Tebessa,Algérie",,ccin12dz@yahoo.fr
CCIA / Chambre de Commerce et d'Industri...,"Cité 1000 Logements AADL, Bouzourane,Bat...",,cci_aures@cci-aures.dz
CCIO / Chambre de Commerce et d'Industri...,"Direction du commerce de la Wilaya,Tisse...",,cci.tissemsilt@gmail.com
CCIT / Chambre de Commerce et d'Industri...,"1, avenue El Yebdri Mansour,Tlemcen,Algé...",,contact@ccitafna.com
CCID / Chambre de Commerce et d'Industri...,"Palais consulaire, 01 Avenue Benyahia Be...",,communication@ccidahra.com
CCIO / Chambre de Commerce et d'Industri...,"Rue des Frères Fatmi.Bp 188,Saida,Algéri...",,cci.saida@gmail.com
CCIS / Chambre de Commerce et d'Industri...,"2, Boulevard Bouabdeli Bouabdellah.Bp 44...",,info@cci-sersou.com
CCIZ / Chambre de Commerce et d'Industri...,"2, rue Khamla Brahim.Bp 1647,Biskra,Algé...",,ccideszibans@yahoo.fr
CCIO / Chambre de Commerce et d'Industri...,"Centre commercial Ouargla.Bp 448,Ouargla...",029 70 30 17,ccioasis30.sec@gmail.com
CCIS / Chambre de Commerce et d'Industri...,"Rue Colonel Lotfi ville.68 logements, n°...",,cci.saoura@gmail.com
Wilaya de Tiaret,"Tiaret,Tiaret,Algérie",046 20 31 24,wtiaret@yahoo.fr
UGTA / Union Générale des Travailleurs A...,"Boulevard Aissat Idir.1er Mai,Alger,Algé...",,
Chambre Territoriale d'Oran/ Cour des Co...,"40, Boulevard de l’ALN,Oran,Algérie",041 41 53 06 / 041 41 52 97,ctor@ccompte.org.dz
CCIH / Chambre de Commerce et d'Industri...,"Avenue du 1er novembre.Ksar El Fougani,T...",0661 18 34 94,cci.hoggar11@gmail.com
CCIO / Chambre de Commerce et d'Industri...,"08, Boulevard de la Soummam,Oran,Algérie...",,secretariat.directeur@cci-oran.dz
ANSEJ / Agence Nationale de Soutien à l'...,"02, rue Agadir Bastille,Oran,Algérie",041 85 32 85,oran@ansej.dz
CCIM / Chambre de Commerce et d'Industri...,"32,Capitaine Menani(ex Messonnier),Alger...",0770 29 28 16,ccimezghenaalger@gmail.com
Conseil Constitutionnel,"Boulevard du 11 décembre 1960.El Biar,Al...",021 79 00 41 / 021 79 00 88,info@conseil-constitutionnel.dz
CCIS / Chambre de Commerce et d'Industri...,"Cité 400 logements.Bp 555,El Oued,Algéri...",,cci_souf@yahoo.fr
CCIM / Chambre de Commerce et d'Industri...,"Cité des 38 logements.RN 1.Bp n°3309,Lag...",,cci-laghouat@hotmail.fr
CCIE / Chambre de Commerce et d'Industri...,"Ex siege DJS a coté de la salle El Nasr,...",,cciessouhoub@gmail.com
CCIT / Chambre de Commerce et d'Industri...,"Villa n°48.50 logements.Cite Cnep,Adrar,...",0661 95 52 52,ccitouat@gmail.com
CCIK / Chambre de Commerce et d'Industri...,Rue Bouafia Brahim n°1 .Rasse Elein.Cité...,0661 28 70 90,cci.ksal@gmail.com
CCIT / Chambre de Commerce et d'Industri...,"Bloc administratif.50 bureaux,Tindouf,Al...",,cci-tafagoumt@caci.dz
CCIT / Chambre de Commerce et d'Industri...,"Direction de la wilaya de commerce,Illiz...",,ccitassili@gmail.com
ANSEJ / Agence Nationale de Soutien à l'...,"Cité Ibn Badis, résidence El Widad Imama...",043 22 12 98,tlemcen@ansej.dz
ANSEJ / Agence Nationale de Soutien à l'...,"Ancien siège de la Wilaya,Adrar,Algérie",049 36 12 38,adrar@ansej.dz
CCIBC / Chambre de Commerce et d'Industr...,"13, rue du 1er novembre 1954.Bp 302,Masc...",,cci_mascara@yahoo.com
CCIB / Chambre de Commerce et d'Industri...,Ancien Siège de la Wilaya. 34000,,ccibibans@gmail.com
CCIC / Chambre de Commerce et d'Industri...,Rue Abdelhamid Ben Badis.Route Ain El Be...,0676 73 53 74,ccichelia@cci-chelia.dz
CCIC / Chambre de Commerce et d'Industri...,"11, rue de la résistance,Chlef,Algérie",,cciouarsenis@yahoo.fr
CCIC / Chambre de Commerce et d'Industri...,Hai 60 logements participatif ( en face...,,contact.ccichenoua42@gmail.com
CCIEM / Chambre de Commerce et d'Industr...,"Cité Laabidi Ramdane.Bp 466,El Tarf,Algé...",,cci-elmordjane@hotmail.fr
CCIEH / Chambre de Commerce et d'Industr...,"15, avenue du 8 Mai 1945,Setif,Algérie",,directeur-sr@ccielhidhab19.com
CCIEH / Chambre de Commerce et d'Industr...,"Centre commercial.Bp 461,M'sila,Algérie",,ccihodna@gmail.com
CCII / Chambre de Commerce et d'Industri...,"Cité Administrative, 1er étage.Bp 39,Jij...",,cci.jijel@gmail.com
CCIM / Chambre de Commerce et d'Industri...,"Cité Mebarki Said,Guelma,Algérie",,cci.marmoura@yahoo.fr
CCIM / Chambre de Commerce et d'Industri...,"Lotissement Kouicem Abdelhak N°2,Souk Ah...",,ccimdz@gmail.com
CCIM / Chambre de Commerce et d'Industri...,"04, Boulevard Colonel Amirouche,Sidi Be...",,ccimekerra@gmail.com
CCIM / Chambre de Commerce et d'Industri...,"Bt B.34 logements.Cité intissar, n°4,Rel...",,cciminarelizane@yahoo.fr
CCION / Chambre de Commerce et d'Industr...,"Bt 4, n°141.Cité Mohammed Boudiaf,Djelfa...",,cci-oulednail@caci.dz
CCISS / Chambre de Commerce et d'Industr...,"12, rue Mohammed Nafir,Skikda,Algérie",,info.cciskikda@yahoo.fr
CCISR / Chambre de Commerce et d'Industr...,"Cité Ennasr.Bp 383,Oum El Bouaghi,Algéri...",,contact@cci-sidirghis.dz
CCIS / Chambre de Commerce et d'Industri...,"Rue Mohamed Khmisti.Bp 130,Ain Temouchen...",,ccisufat46@yahoo.com
CCIT / Chambre de Commerce et d'Industri...,"Bt N°7.Cité 130 logements,Bouira,Algérie",,ccitikijda@gmail.com
CCIZ / Chambre de Commerce et d'Industri...,"Cité administrative, rue 19 Mars,Ain Def...",,ccizaccar44@yahoo.fr
Ambassade de la République de Serbie,"42, rue des Frères Benali Abdellah (ex...",,ambasada@ambserbie-alger.com
Conseil de la Nation,"07, boulevard Zirout Youcef,Alger,Algéri...",021 74 60 85 / 021 74 60 22,sg@majliselouma.dz
ALPHYT,Route de l'Aéroport . Dar El Beïda.Bp 16...,0660 82 41 84 / 0774 24 63 34,info@alphyt.com
ANSEJ / Agence Nationale de Soutien à l'...,"08, rue Arezki Benbouzid.El Annasers,Alg...",021 67 56 51 / 021 67 82 16 / 021 67 82 08 / 021 67 82 18 / 021 67 82 36 / 021 67 82 39 / 0660 37 95,ansej16@wissal.dz
ANSEJ / Agence Nationale de Soutien à l'...,"Cité 540 logements AADL, bâtiment H L5 B...",025 23 37 49 / 025 20 67 92,ansej.blida@ansej.dz
Jurex Conseil,"02, rue Benmokh Ahmed (coté place foutan...",041 82 42 34 / 0561 65 35 69 / 0561 65 35 77,contact@jurexitek.com
SIDAR / Promotion Immobilière,"141, Hai El Bina.Dely Ibrahim,Alger,Algé...",023 30 43 56 / 023 30 43 58 / 023 30 43 59 / 023 30 43 61 / 0561 68 12 86 / 0561 68 12 25,contact@sidar-dz.com
GIPEC / Groupe Industriel du Papier et d...,"Route de la Gare. Baba Ali,16305",0770 68 11 11 / 0661 53 48 91,marketing_gipec@yahoo.fr
Groupe Indusriel Saidal / DMV / Directio...,Zone Indistrielle.Route de Baraki.El Har...,023 75 69 51 / 023 75 69 49 / 025 23 39 27 / 0770 26 47 16,exportation@saidalgroup.dz
CCFK / Cabinet Comptable & Conseil Fisca...,"Bt. E 56, n°15.Cité EPLF, 1016 logements...",0770 53 71 72 / 0770 35 40 90,ccfk.grh@gmail.com
HLC,"16, rue Mohamed Hattab.Hassen Badi.El Ha...",023 82 72 17 / 0770 90 49 00,contact@hlc.dz
AGENOR / Agence Nationale pour la Transf...,"71, avenue Mohamed Belkacem (ex Ravin de...",0661 21 14 88,agenor@agenor-dz.com
Algérie Télécom,Rn n°5.Cinq Maisons.Mohammedia.El Harrac...,021 82 38 38 / 021 76 14 94 / 021 76 14 10 / 021 76 16 14,contact@algerietelecom.dz
Microtel Training Institute,"27, rue Djenane El Malik.Hydra,Alger,Alg...",0660 40 63 93‬,info@microtel-net.com / kboularas@microtel-net.com
BMGI International,"09, Boulevard Colonel Amirouche",,info@bmgi-international.com
Aliane Info,"Cité 1071 logement, Bt D 45, n° 19.Oued...",0554 21 79 06 / 0661 90 93 34,commerciale@alianeinfo.com / alianeinfosarl@gmail.com
BTPH Groupe Hasnaoui,"Zone industrielle. Bp n°11M,Sidi Bel Ab...",048 70 66 04 / 048 70 66 07 / 048 70 66 09 / 048 70 66 10 / 048 70 66 03 / 0561 62 77 43 / 0555 01 6,btph@groupe-hasnaoui.com
ENAMARBRE / Entreprise Nationale du Marb...,"Bp 228, zone industrielle Hamadi.Khemis...",0660 37 70 04,enamarbre@hotmail.com / enamarbre_export@yahoo.com
Dune Voyages / Kouba,"18, rue Farid Bouiche.Kouba,Alger,Algéri...",023 78 62 34 / 0554 50 96 17,direction.grl@dune-voyage.com
DHL International Algerie Courrier,"07 A, rue Blaise Pascal,Alger,Algérie,16...",0770 20 01 01,alginfo@dhl.com
UPS Algérie,"4, avenue Blaise Pascal,Alger,Algérie",023 48 23 53 / 0660 34 06 00 / 0982 40 10 40,enlevement@upsalgerie.com
Falcon Express Algérie,"Lot 2, zone Industrielle.Oued Smar,Alger...",021 75 55 66 / 0555 04 00 59,contact@falconexpress.dz
AKX Entreprise,"Cité des Chalets, n°7.Bp 67M.Oued Smar,A...",0662 68 17 85,akxentreprise@yahoo.fr
CMI / Compagnie Maghrébine d'Informatiqu...,"103, rue Didouche Mourad. Alger Centre,A...",021 23 87 04 / 0699 59 92 11,cmi_dz@yahoo.com
WTCA / World Trade Center Algeria,"13, rue Mohammed Semani.Bp 539.Hydra,160...",0555 02 92 95 / 0550 02 92 96,wtcalg@wtcalgeria.com
CNDPI / Centre National de Documentation...,"Maison Presse Abdelkader Safir.2, rue Fa...",023 70 91 17 / 023 70 90 52,itissal@cndpi.org
"SETECA / Société d'Etudes Economiques, C...","Cité Mohammedia.Bt. 28C, n°632.Mohammedi...",,seteca.alger@yahoo.fr
IANOR / Institut Algérien de Normalisati...,"5 et 7 rue Abou Hamou Moussa.Bp 144,Alge...",021 78 21 35 / 021 78 21 45 / 021 78 21 76 / 021 78 91 40,info@ianor.dz
ECOTECHNICS,"25 bis, rue du 1er novembre.Rostomia,Alg...",023 18 22 52 / 0770 51 34 58,ecotechnics@ecotechnics-int.com
PROGRESS,"136, Cité M'Haffeur(Carrefour les Crêtes...",038 55 98 23 / 038 55 98 24 / 0660 40 11 13,progress@progressdz.com
AGA / L'Algérienne de Gestion des Autoro...,"85 / 87, boulevard Mohammed 5.Bp 321.Fer...",023 49 50 01,aga@mtp-dz.com
CACI / Chambre Algérienne de Commerce et...,"Palais Consulaire.06, Boulevard Amilcar...",,infos@caci.dz
Chambre de l'Artisanat et des Métiers de...,"54, rue Abdellah Bouhroume. Casbah,Const...",031 88 81 08,camconstantine@yahoo.fr
Chambre de l'Artisanat et des Métiers de...,Nouvelle Maison de l'Artisanat sise au...,0550 47 68 39,camtiziouzou@mtatf.gov.dz
