Title,Info,Company,Company1
SH DECO,"Cité 143 logts, RHP , n°125. Bourouba,Al...",0661 72 74 61 / 0557 68 89 46,sh.decoration@gmail.com
Knauf Plâtres / Setif,"L'aid Dahoua, Zone D'activité Amouche,Se...",036 93 77 41,info@knaufalgerie.com
BATIGROUPE,"Boulevard Houari Boumedienne, 45 logts L...",038 76 78 31 / 0660 83 26 57 / 0660 83 26 56 / 0657 85 26 66,contact@batigroupe-maoui.com
APMC / Pôle Régional de Bejaia / Unité d...,"Ain El Djir.Boudjelil,Bejaia,Algérie",0472 18 95 85 / 0660 83 53 53,boudjelil@somacob-dz.com
APMC / Pôle Régional Batna / Unité de Pr...,"Commune de Boulhilet.Daira de Chemora,Ba...",0560 04 61 25 / 0560 06 49 02,apmcboulhilett@gmail.com
APMC / Pôle Régional de Batna,"Cité des frères Khezzar ,742 logts,Batna...",033 81 20 40 / 0560 08 06 96,dprapmc@gmail.com
SOFAP,"Rn 19, route de Tenes. Ouled Fares,Chlef...",027 49 08 17,sarlsofap@gmail.com
Atilla Béton,ZONE DES ACTIVITEES COMERCIAUX SECTION 1...,0661 09 61 61 / 0661 49 61 64,atillabetoneurl@gmail.com
Mesbah Abdelhamid,"Cité Abdi Mouloud A1 B1. Birouta,Alger,A...",023 40 12 72 / 0770 45 98 99 / 0770 26 50 31 / 0557 25 18 48,mesbahabdelhamid@hotmail.fr
Knauf Plâtres / Alger,"Zone d'activité El Achour, lot n°23,Alge...",021 33 37 13 / 021 33 37 14 / 021 33 37 15 / 021 33 37 16 / 0555 00 08 08,info@knaufalgerie.com
Knauf Plâtres,"CW 64, Benfreha Gdyel,Oran,Algérie",,info@knaufalgerie.com
DIMATCO,"Douar Ladjraf.Route Nationale 19,Chlef,A...",027 73 88 03 / 027 73 88 07 / 0660 57 62 92 / 0660 57 62 94,dimatco@live.fr
FAG Benyahia,"Zone d'Activités Industrielles. bp 63,Kh...",,contact@fagbenyahia.com
CBTBA /Complexe de Briqueterie et Tuiler...,"Route de la Briqueterie.Birtouta,Alger,A...",023 57 01 14 / 023 57 01 15,secretariat@cbtba.com
Briqueterie Souakri Frères,Cité El Khadra.Mefteh,0561 69 86 31 / 0550 90 72 09,contact@bsf.dz
BTPH Groupe Hasnaoui,"Zone industrielle. Bp n°11M,Sidi Bel Ab...",048 70 66 04 / 048 70 66 07 / 048 70 66 09 / 048 70 66 10 / 048 70 66 03 / 0561 62 77 43 / 0555 01 6,btph@groupe-hasnaoui.com
Argilor,"Zone industrielle Route de M'sila,Bordj...",035 87 31 87 / 035 87 31 88 / 0770 52 36 00,secretariat@argilor.dz
Briqueterie Sitifis,"Zone Industrielle, n°17/18",,groupe_bouras@yahoo.fr
Ceramica Madaoui,"Immeuble Madaoui, boulevard Krim Belkace...",034 21 44 77 / 034 21 65 66 / 0770 37 18 14,direction.madaoui@gmail.com
STB / Société Temacine Briques,"Bp 38.Temacine,Ouargla,Algérie,30230",029 63 43 54 / 029 63 43 53 / 0661 38 00 80 / 0661 38 03 97,temacinebrique@hotmail.com
BLB / Briqueterie Lamirette Baraki,Zone d'Activité Haouche Lamirette.Baraki...,023 90 33 95 / 023 90 33 96,blb.commercial@hotmail.fr
Briqueterie Tuilerie Belhadi,"Rue des frères Zanane.Boudouaou,Boumerde...",024 74 85 21 / 0770 27 62 92 / 0770 90 66 48 / 0770 27 82 01,btbbelhadi@yahoo.fr
EFM / Entreprise de Fabrication des Maté...,"Chater Bache.Ahmeur El Ain.Bp 68A,Tipaza...",0661 67 16 67 / 0540 35 06 75,contact@efmceramique.com
Achouri Azzeddine,Cité Hachemi.1ère tranche.Rue Harreg Moh...,,sarlmgm_1994@yahoo.fr
Boulegane Frères,"Cité des jardin.Bougaa,Setif,Algérie,193...",036 40 06 75 / 036 40 06 76 / 036 40 06 77 / à 77 / 0770 30 07 43 / 0770 30 06 49 / 0558 03 66 10,sncboulegane@yahoo.fr
SAFCER / Société Algérienne de Fabricat...,"Zone d'entrepôt et d'activité, n°15.Bp 9...",,contact@safcergroup.com / dm@safcergroup.com
Gipar Briqueterie,"Zone Industrielle, route de m'Sila.Bp 38...",035 87 32 36 / 035 83 13 25 / 035 83 13 27 / 035 83 13 28,sarlgipar@yahoo.fr
Briqueterie Tuilerie El Moumtaza 2,"Route nationale n°5.Bp 01.Boudouaou,Bou...",024 74 26 16 / 0549 77 44 40,tuilerie-elmoumtaza@hotmail.fr
Briqueterie de la Tafna,"Sidi Bounouar.Remchi.Bp 172,Tlemcen,Algé...",043 23 61 62 / 043 23 61 63,direction@briqueterietafna.dz
Briqueterie El Afak,"Zone industrielle, n°18,Setif,Algérie",,
BRITUILES / Aichour Moncef Brituiles,"Zone d'Activité Khemis El Khechna,Boumer...",0555 02 39 79,brituiles@hotmail.fr
Briqueterie Fesdis,Commune de Fesdis.Bp 76,0541 62 39 44,sa819@gmail.com
Groupe Bouras / Briqueterie Afa & Sitif...,"Zone Industrielle, n°17/18,Setif,Algérie",036 62 55 26 / 036 62 52 87 / 0770 86 43 27,info@bourasgroupe.com
Redland Briqueterie De Hacine,"Zone Industrielle Hacine,Mascara,Algérie",045 70 01 01 / 045 70 01 06 / 045 70 04 95 / 0660 37 83 72,redland_mascara@yahoo.fr
MAC TELL Briqueterie,Zone d'activité CW 127. Sour El Ghozlane...,026 70 83 67 / 0555 62 30 25,mactell@hotmail.fr
SOAB Oum Ali Briqueterie,"Centre ville .Bp 622. Minerve,Tebessa,Al...",037 58 11 49 / 0771 32 12 63,contact@briqueterie-soab.com
Briqueterie El Rym,"Berrahal,Annaba,Algérie",038 85 33 13 / 038 85 33 85,briqueterieelrym@yahoo.fr
Briqueterie Moderne Baghlia,"Zone d'activité Baghlia,Boumerdes,Algéri...",0555 61 90 78,sarlmb91@yahoo.fr
Frères Ben Abdellah Industrie et Commerc...,"Village Zaatra Belad Pièrre.Zemmouri,Bou...",0770 71 58 75 / 0770 71 59 66,groupebric2013@gmail.com
BCF,"ZONE INDUSTRIELLE 1 Es Senia,Oran,Algéri...",041 51 52 71 / 041 51 52 72 / 041 83 96 86,sarlbcf@outlook.com
Briqueterie Amouri Laroussi,"Route de Batna.El Hadjeb,Biskra,Algérie",0555 02 07 00 / 0555 02 07 17,amouri.laroussi@yahoo.fr
Briqueterie Ouled Nail,"Cité Cheriet Belgacem.El Outaya,Biskra,A...",,bon_zm@yahoo.fr
TCC / Terres Cuites du Centre,"Rn n°5.Draa Zmam.Corso.Bp 64B,Boumerdes,...",0555 61 94 35 / 0555 61 94 31 / 0560 01 97 32,kalem@tcc-corso.dz
BNK / Briqueterie du Nord El Khemis,"Zone Industrielle n°2, BP 37 A, Khemis E...",024 97 60 04,bnk.algerie@live.fr
CBBA /Complexe de Briqueterie et Tuiler...,"Route de la Briqueterie.Baba ali,Alger,A...",023 57 01 14 / 023 57 01 15,secretariat@cbtba.com
Briqueterie Belhoul Frères,Rn n°26.Taharacht.Akbou,0661 63 01 14,briquetriebelhoul@yahoo.fr
Briqueterie Taghaste,"51 bis, Boulevard 1er Novembre 1954",0661 32 61 68,brique.taghaste@yahoo.fr
Briqueterie El othmani,"teriaat berahal,Annaba,Algérie",0661 32 26 32 / 0661 44 53 06,femacon2005@yahoo.fr
Boudjemline Frères,"Rn n°77.Bazer El Sakhra.El Eulma,Setif,A...",036 65 33 22 / 036 65 30 30 / 0661 37 25 32 / 0771 63 41 93,faycalboudjemline@hotmail.com
Ben Maco,"Village Taazibt.Oued Ghir,Bejaia,Algérie",0661 59 46 99 / 0661 89 37 91,alibenmedour@gmail.com
Korrichi Salah Eddine,"2 Cité Gaoua, 100 logts LSP 74, locaux B...",036 63 60 93 / 0661 37 04 70,ceram_korrichi@yahoo.fr
BMAB / Briqueterie Moderne Amouri,"Route de Batna,Biskra,Algérie",033 61 97 04 / 0555 03 63 69,bmab_sarl@yahoo.com
BMSD Briqueterie Ben Adouane,"Route de Sidi Belabbas. Bp 215,Saida,Alg...",040 49 00 17 / 040 49 04 00 / 0661 61 69 26,
SOBRIS Briqueterie Sidi Aissa,"Sidi Aissa.Sidi Amar,Saida,Algérie",0661 52 34 66,sarlbmsddz@yahoo.fr
UPR / Unité Produits Rouges,"Cité de Fesdis,Batna,Algérie,05110",033 80 82 34 / 0661 34 24 20 / 0661 32 60 75,sa79819@gmail.com
Tidjelabine Briqueterie,"Zone Industrielle.Tidjelabine,Boumerdes,...",0560 94 76 60 / 0560 06 33 09 / 0560 97 02 25,info@briqueterie-tidjelabine.com
Briqueterie Amouri,Hai Ouled Ali.Khemis El Khechna,0560 99 26 15 / 0555 02 56 26,briqueterie.amouri@gmail.com
PROMAG,"38, lieu dit Nakhla. Bir El Djr .Hassi B...",041 76 55 18 / 0554 53 56 92,apromag@aol.com
BSA / Briqueterie Sidi Abed / Teknobrik,"26, lots, route de Sidi Abed 02.Tessala...",023 52 30 04 / 023 58 30 07 / 023 58 30 08 / 0561 64 32 55 / 0560 65 12 03,teknobrik.tech@live.fr
Briqueterie Boudiab Remila,Village Remila Fanaia Ilmatene.Bp 15.El...,030 40 08 52 / 030 40 08 51 / 0561 68 58 70 / 0472 19 78 04 / 0555 23 85 25,briqueteriebbr@gmail.com
Briqueterie El Ryad,"Commune Bendjerah,Guelma,Algérie",037 25 23 84 / 030 70 20 15 / 0770 60 48 64,brique_elryad@outlook.com
CMCD / Complexe de Matériaux de Construc...,"Zone industrielle.Bp 89,Ain Defla,Algéri...",027 51 21 25 / 027 51 21 26 / 027 51 21 27,sarl.cmcd14@gmail.com
SPRK / Société des Produits Rouges Khemi...,Route Nouvelle n°4 .Bp 77. Khemis Milian...,027 56 70 59 / 027 56 70 60 / 0770 32 37 97,sarlsprk@yahoo.fr
Briqueterie Naili,Zone Industrielle,,briqueterienaili@hatmail.com
Briqueterie des Oasis,"Cité Ouled Ali. Khemis El Khechna,Boumer...",023 75 72 35 / 0661 57 87 00,polystyrenne.oasis@gmail.com
Briqueterie la Belle Argile,"Carrière Benmerzouga. Boudouaou,Boumerde...",0542 53 50 51 / 0555 02 10 99 / 0556 19 65 99,sarl.bba.ceram@gmail.com
El Barakate Industrie et Construction,"Section 04, ilot n°01. Draa Zmam. Corso,...",020 79 35 06 / 0550 27 47 16,elbarakate@gmail.com
SCBTB Briqueterie,"Zone Industrielle de Barika Bp Barika,Ba...",033 38 20 98 / 0561 88 68 64,sarlscbtb@gmail.com
SZT / Société Zidane Travaux,"Hai Sidi Ghazal,Biskra,Algérie",033 61 97 04 / 0555 02 60 90,sarl_soframimex@yahoo.fr
Briqueterie Guerrouache,"Zone d'Activité Medjana. Bp 218,Bordj Bo...",035 87 93 93 / 035 87 92 92 / 0770 20 06 00,argibordj@yahoo.fr
Mactell Briqueterie,"Zone d'Activité . Gare Aomar,Bouira,Algé...",026 76 31 31 / 026 70 83 67 / 026 70 84 44 / 0555 62 30 25,mactell@hotmail.fr
Briqueterie Heumis,"Bouzghaya,Chlef,Algérie",027 71 31 31 / 027 40 67 10 / 0661 60 05 11,briqueterieheumis@gmail.com
APMC / Pôle Régional de Bejaia / Unité d...,"Bp 15A.Timezrit.Ain Maten,Bejaia,Algérie...",0770 49 74 68 / 0770 11 39 20,remila@somacob-dz.com
APMC / Pôle Régional de Bejaia / Unité d...,"Bp 111.Seddouk,Bejaia,Algérie",0770 81 58 61,seddouk@somacob-dz.com
APMC / Pôle Régional de Bejaia / Unité d...,"Route Kahra.Bp61.Fréha,Tizi Ouzou,Algéri...",0561 80 99 22 / 0561 80 97 82,apmc_brfreha@yahoo.com
Divindus DMC / Distribution des Matériau...,"Bp 02,zone de Dépôt et d'activité,Setif,...",036 44 94 65 / 036 44 91 88,divindus.dmc@gmail.com
BTI / Briqueterie Izerkhef,"Zone industrielle Oued Aissa,Tizi Ouzou,...",026 41 34 00 / 026 41 33 94 / 0552 47 20 96 / 0557 56 81 02,bticonta@gmail.com
Briqueterie El Ghazi,Douar Kaamache . Souahlia,0770 96 17 33,elghazi.younes.gp@gmail.com
Briqueterie Zenata,"Bp 782. Sidi Embarek. Remchi,Tlemcen,Alg...",043 57 69 02 / 043 57 69 04,sidiboulenouar_naimi@yahoo.com
Ibecheninene Ali,"Zone d'activité Djerma,Batna,Algérie",033 22 36 43 / 033 22 36 44 / 0661 12 97 04,sarltoufik@sarltoufik.com
SOTBAF / Briqueterie de Boughezoul,"Boughzoul. Bp 64,Medea,Algérie",0661 12 80 88 / 0661 69 96 15,sotbafbb@yahoo.fr
Briqueterie De L'Atlas,"Z.E.A. Route Biskra, lot n°538.Bp 128, c...",035 45 81 07 / 0560 98 03 25,atlasbriqueterie@gmail.com
BBR,Village Remila Fanaia Ilmatene. Bp 15. E...,0472 19 78 04 / 0555 23 85 25,briqueteriebbr@gmail.com
Tizi Briques Zemirli,"Sortie Est. Bp 12C,Tizi Ouzou,Algérie",026 20 55 58 / 0552 02 04 81,tizibriqueszemirli@yahoo.com
Brique Live,"Zone Industrielle Mechta Fatima, lot 34...",035 87 32 63 / 0560 96 66 91 / 0561 73 36 29 / 0561 73 35 11,briquelive@yahoo.fr
CCB Usine,"Zone Industrielle Oued Sly,Chlef,Algérie",027 71 14 35 / 0661 60 14 58,ccbsalah@yahoo.fr
FAPRO,Route des Carrières. Bp 231/202. El Mahg...,0550 75 67 60 / 0560 00 90 14,fapro1@hotmail.fr
SOFRAMINEX,"Cité Sidi Ghazal,Biskra,Algérie",033 61 97 04 / 0550 97 09 10,sarl_soframinex@yahoo.fr
Protimgad Briqueterie,"3éme lot, habitation dit El Houria n°202...",,contact@timgadceram.com
AZA Ventes des Machines de Construction,"Aza Aberkane .El-Kseur ,06032",0556 46 36 65,azarmachines@gmail.com
Briqueterie Edhaia,"RN 3, Bilet Amor. Temacine,Ouargla,Algér...",0550 50 62 78 / 0550 83 60 43 / 0560 20 00 31,sarl_edhaia@yahoo.com
ITC / Industrie Terre Cuite,"42, route Boumedfaa. Hammam Righa",0770 94 10 32 / 0770 99 43 03,itc.briqueterie@gmail.com
Briqueterie ALTOMAC,"Sidi Aïssa, M'Sila",0561 75 11 79,briqueteriealtomacsevicetech@gmail.com
Groupe Benhamadi,", Bordj Bou Arréridj",,
Groupe Djedei,Hai Rymel APC n°01,0770 21 50 58,spadjedei.mila@gmail.com
FA / Faïenceries Algériennes,"Lot N° 7, Zone W, Zone industrielle de R...",023 86 22 30 / 023 86 22 31 / 0555 62 39 58 / 0560 33 43 90,contact@faienceries-algeriennes.com
SALIMAC / Société d'Importation de Matér...,"Zone industrielle, desserte n°05,Tlemcen...",043 27 69 72 / 043 27 50 23 / 0661 22 01 99,salimac@mail.com
DECOPORS,"Bp 1260 Saïm Mohammed,Oran,Algérie,31120",041 72 48 02 / 0661 10 13 21,sarldecopors@gmail.com
Rosa Ceram,"44, zone industrielle.Ben Boulaid,Blida...",025 36 01 11 / 0555 00 89 11,info@rosaceram.com
GSG ALGERIE / Groupe Sanitaire Général,"Zone industrielle.Oued Sly, Rn n°04.Bp 8...",027 71 09 66 / 027 71 09 98 / 027 71 09 57 / 027 72 58 96 / 0560 07 05 58,girahmounegsg@yahoo.fr
Céramiques de la Soummam,"Zone industrielle.Ihaddaden,Bejaia,Algér...",034 12 05 58 / 034 12 05 59,contact@ceramiques-scs.com
EBTP/ Céramique de Boumerdès / Unite Iss...,Zone Industrielle Khemis de Timizerit.Is...,024 71 30 30 / 024 71 31 31,meftahi_isser@hotmail.fr
CH / Céramique Hippocampe,"Route de Chaiba.Bousmail,Tipaza,Algérie",024 31 46 50 / 024 31 46 51 / 024 31 46 55 / 0770 52 53 36,cerhippocampe@cerhippocampe.com
BATICERAM,"Zone industrielle.Lot n°27,Setif,Algérie",0770 17 89 90,baticeramk@yahoo.fr / r.commercial@baticeram.com / fb@baticeram.com / khenfri@agro-film.com
Céramique d'Art / Djaballah Said Artisan...,"Ateliers Said Djaballa, 249 Route Boudje...",023 26 84 97 / 0774 77 71 84 / 0560 43 86 88,contact@atelier-djaballah.com
Certaf Maghnia,"Route de Sebdou. Bp 495.Maghnia,Tlemcen,...",043 48 63 33 / 0671 18 93 46 / 0671 18 93 47 / 0656 39 63 24,certaf@hotmail.com
SANISTAR,"Lotissement n°02, zone industrielle Oued...",0561 62 31 91 / 0555 02 03 45 / 0560 98 54 51 / 0560 02 08 96 / 0555 02 03 45 / 0550 24 20 83,sanistar55@hotmail.fr
Ceram Divindus,"04 Rue Farh El Hadj, Hai Oussama Boulang...",,ceramdivindus@gmail.com
Ceram Divindus / Unité CERAMIR,"RN 22.Sidi Hacini.Bp 312.Remchi,Tlemcen,...",040 91 95 95 / 040 91 96 96 / 0554 50 96 93,dgceramir@yahoo.fr
CERAMIS,"Souaflia.Daira De Bouguirat,Mostaganem,A...",045 35 47 76 / 045 35 47 77 / 0770 97 19 89,ceramis8dg@yahoo.fr
El Ferdaous,"Cité des 24 logts.Bel Air,Setif,Algérie",036 61 34 84 / 0770 94 12 38 / 0550 59 87 43,meguellati_abdelaziz@yahoo.fr
EL GUEDRA,"Zone de dépôt, n°44.Hamadi Krouma,Skikda...",038 93 15 03 / 0770 91 96 51 / 0770 112 492,commercial@elguedra-dz.com
Modern Ceramics,"02, Route d'Ouled Fayet.Dely Ibrahim.Ché...",023 30 51 81 / 023 30 51 82 / 023 30 51 84 / 0560 09 99 91,info@modern-ceramics.com
Uniceramic Algérie,"Rue Coopa Missa, n°18.Dar Diaf.Chéraga,A...",021 37 08 78 / 0661 17 16 17 / 0771 81 67 94,info@uniceramic.net
Bezzaoucha Granito Marbre,Zone industrielle.Cité Chaibia.Ouled Che...,021 44 48 73 / 021 44 42 95 / 0550 41 55 16 / 0770 41 14 82,bezzaoucha@hotmail.com
SMOFE,"51,Rue Hamadou Torki.Cité Tlidjene,Setif...",036 81 42 32 / 0560 90 29 02,berbache.boubekeur@smofe.com
ALMELONI,"Local 39, cité 700 logts.Mohammadia,Alge...",021 89 95 56 / 0555 01 91 92 / 0560 93 30 10,contact@almeloni.dz
Elégance Fournitures,"12, lot El Bina.Dely Brahim,Alger,Algéri...",0770 61 84 28 / 0770 61 84 45,intecompnd@gmail.com
ETER Guelma Algérie,"Route Stratégique,Guelma,Algérie",037 14 30 19 / 0661 24 22 56,azredjimi@hotmail.com
ARGILEX,"Zone Industrielle.Lot n°08.Bp 75.Issers,...",024 71 30 55 / 024 71 30 59 / 024 71 30 60 / 0798 62 66 99,sarlargilex@yahoo.fr
Briqueterie Céramique de la Reine des Zi...,"Draa Zeman.Corso,Boumerdes,Algérie",023 84 29 11 / 0661 70 42 40,briqueterie_rdz@yahoo.fr
Art Ceram,"23, chemin Romain.Bir Khadem,Alger,Algér...",0661 52 66 29,laissoubm@gmail.com
Maghreb Céramique,Zone industrielle Zaouia El Abidia.Bp 74...,0661 09 12 60 / 0661 38 00 81,contact@maghrebceramique.com
Massar El Anouar,"15, avenue Albert 1er,Oran,Algérie",041 24 25 10 / 0555 01 42 50 / 0555 26 42 81 / 0550 09 96 08,massa.mosaique@yahoo.com
DISMAC / Société de Distribution des Mat...,"Route Nationale d'Alger N°04,Chlef,Algér...",027 77 94 00 / 027 77 98 18 / 0560 03 35 22,dismac@rahmounegroup.com
SCS / Société Céramique Sanitaire El Mil...,"Zone industrielle, route de Constantine....",034 52 72 29 / 0661 98 51 79,scselmilia@yahoo.fr
Paradou Céramique,"Coopérative El Baraka, n°04.Texeraine,Al...",0552 00 62 89 / 0553 33 78 01,paradou.cer@gmail.com
Haddad Céramique,"5, rue Abdelaziz Khaled. El Eulma,Setif,...",036 87 67 67,elhidab_dz@hotmail.com
Groupe Mokabli,"Route de Berbissa.Kolea,Tipaza,Algérie,4...",024 59 34 24 / 024 59 34 19 / 0560 08 38 02 / 0550 24 26 40 / 0555 07 90 84,info@groupe-mokabli.com
