Title,Info,Company,Company1
MERINAL Laboratoires,"Voie V30, zone industrielle Oued Smar,Al...",023 92 04 28 / 023 92 04 34,contact@merinal.com
Al Waha International,"Zone industrielle de Ouled Moussa,Boumer...",024 93 25 23 / 024 93 25 24 / 024 93 24 26,info@alwaha.dz
Laboratoire Inalpharm,"H 111. Lot 11 Rte Du Chateau D'eau,Alger...",023 41 31 71 / 023 41 31 70 / 0770 98 46 28,contact@inalpharm.com
SEFLEX / Societe d'Emballages Flexibles,"32, rue Ahmed Ait Mohammed.El Mokrania.E...",023 75 50 69 / 023 75 50 70 / 023 75 50 71 / 023 75 50 76,sarl_seflex@yahoo.fr
STB / Tolga El Baraka Dattes,"Zone d'activités de Tolga, n°68.Bp14,Bis...",0561 60 62 78 / 0561 60 20 97 / 0550 15 86 58,contact@stb-elbaraka.com / fatima.tolga@yahoo.fr
ARGILEV Algerie,"08, rue Haouche Habki Zounka.Birkhadem,A...",0550 90 30 93 / 0661 62 86 90,info@argilevtn.com
Plastique El Fellah,4 HAOUCH MOHA DJELLOUL RTE D'EL AFFROUNE...,025 24 81 30 / 0555 02 87 09 / 0550 02 87 12,
AP / Africa Protection,"Zone d'activité, lot n°03.Bp 143,Setif,A...",036 82 24 02 / 036 82 23 97 / 0561 65 00 96 / 0561 65 00 95 / 0560 91 66 21,commercial@africaprotection.com
COLORSYS,"18 Rue du 20 aout 1955, Cité MAIZA ALI L...",0555 01 34 85 / 0555 01 34 86 / 0555 95 20 20,contact@colorsys.net
Aggoun Plast,5ème Tranche.Zone d'entrepots et d'activ...,036 44 91 15 / 0560 90 05 14 / 0550 66 41 18 / 0550 59 87 07 / 0550 47 04 79 /,info@aggounplast.com
ADARA,"55, cité Ben Salah. Oued Alieug,Blida,Al...",0560 97 52 67 / 0660 37 48 39,adara@adarasarl.com
All Plast,Zone d'activité de Taharacht .Bp 68 E.Ak...,0770 54 94 74 / 0770 54 94 94,contact@allplast-algerie.com
GP / Général Plast,"Zone d'activité.Taharacht.Akbou,Bejaia,A...",034 19 61 85 / 034 19 61 86 / 0770 33 65 55,gp@generalplast-dz.com
Laboratoire Spic,"Rn n°5.Cinq Maisons.Mohammedia.Bp 50,Alg...",0551 98 42 82 / 0770 96 71 41,labspic@yahoo.fr
Lepro Pack Algerie,"Po Box 383. Rouiba. 16012,Boumerdes,Algé...",023 84 21 38 / 024 70 62 78 / 024 84 62 21 / 0771 52 51 23 / 0550 88 86 00 / 0550 88 85 00,info.lepropack@gmail.com
CONCORDAL,"Lot 02 ilot: 20.Birkhadem,Alger,Algérie",023 45 06 69 / 0561 82 18 50 / 0560 91 94 78 / 0560 95 57 91,commercial02@concordalspa.com
Roto Industry,"Zone Industrielle, Voie n°1, lot 140.Bp...",021 51 60 95 / 0661 52 20 36,rotoindustry@yahoo.fr / sarl.rotoindustry@gmail.com
Parfums Karl Antony Paris,"14, route Larbaa.Chateau Rouge.Eucalypyu...",021 50 27 14 / 0557 71 71 15 / 0550 54 18 27,karlantony@yahoo.fr
SPLENDID,"Cité Djafar Slimane, n°60. Chéraga,Alger...",0555 51 16 03,contact@splendid-dz.com / groupe_splendid@yahoo.fr
Miss Diamant,"01, cite Sidi Aissa.Boudouaou,Boumerdes,...",024 84 53 69 / 024 74 13 76 / 0555 04 93 59 / 0555 04 93 56 / 0555 04 93 63,missdiament@hotmail.fr
COFREM,"14, zone industrielle Ibnou Badis.El Khr...",031 95 02 30 / 0550 90 33 80 / 0661 30 01 38,cofrem25@yahoo.fr
Megadem Action,"Haouche Mahmoudi.Baraki,Alger,Algérie",023 90 76 15 / 0561 97 89 36 / 0561 95 85 73 / 0550 83 63 66 / 0661 52 90 35,contact@megadem.dz
CVC AFAK Confection de Vêtements Casque...,"29, rue Mustafa Saidani.Beaulieu.El Harr...",023 82 90 15 / 023 82 90 11 / 0661 51 03 73,cvcafak@yahoo.fr
SOMATEC / Société de Matériel de Campeme...,"228, Rue Mohammed Belouizdad,Alger,Algér...",021 67 31 50 / 021 67 24 24 / 0661 91 06 53 / 0770 29 44 76 / 0770 29 24 40,commercial@somatec-dz.com
SPS / Système Panneaux Sandwichs,Zone industrielle.El Alia.Bab Ezzouar.Bp...,023 83 97 00 / 023 93 97 01 / 023 83 97 02 / 0660 37 66 67 / 0661 15 59 52 / 0660 37 66 73,info@sps-dz.com
Groupe Palc Chemical,"Usine: Kara Mustapha, lot n°293.Ouled Mo...",0660 20 44 68 / 0560 90 06 09,contact@groupepalc.com
DOMELEC / Enel Electricité Domestique,"Ain Touila, route nationale n°88. Bp 37,...",0662 97 80 30 / 0558 97 94 13,spadomelec@yahoo.fr
CODIM / Comptoir de Distribution de la M...,Route Nationale n°05.El Hamiz.Dar El Bei...,023 85 66 86 / 023 85 66 89 / 023 85 66 90 / 0770 98 68 29,info@codim-dz.com
All Stores TRADING,Lot 109 Sidi Abad Tessala El Merdja.Birt...,0770 27 83 87 / 0770 49 13 71 / 0770 41 15 72 / 0770 96 57 52,allstores-alger@hotmail.com / info@allstoresalgerie.com
"CRIMA / Conceptions, Réalisations Indust...",Zone industrielle.Route de Chetouane.Voi...,043 27 33 44 / 043 27 33 45 / 0561 69 29 00,contact-crima@crima-dz.com
Afrique Aluminium,"Zone industrielle.Oued Smar.Bp 73,Alger,...",021 51 66 11 / 021 51 58 08 / 0555 01 97 94,info@afrique-alu.com
Agro Industrie Algerie / Groupe Kherbouc...,Zone industrielle.Chetouane.Desserte n°0...,043 27 87 56 / 043 27 87 57 / 043 27 87 58 / 043 27 87 59 / 043 27 60 50 / 0550 00 36 45 / 0550 16 56 71,contact@groupekherbouche.com
Satal Plus / Direction Générale,"05, lotissement El Feth Jolie Vue.Kouba,...",0661 96 25 01,info@satalplus.com
BKL Industrie,"Usine:Lot 33, zone industrielle.N°2.Oule...",0782 45 96 14 / 0782 45 96 18,contact@darbkl.com
EULYPLAST,"Zone industrielle B 43.El Eulma. 19600,S...",036 47 99 44 / 0555 03 75 05,eulyplast@gmail.com
GARNIFLEX / Bentouati Mohammed Amine,"43, avenue du 11 Decembre.Ben Boulaid,Bl...",025 40 21 25 / 025 40 36 01 / 0661 61 26 09 / 0661 61 01 02,garnilflex2005@yahoo.fr
MAMI,"Zone d'entrepôt et d'activité, n°27.Bp 5...",036 44 91 19 / 0770 43 42 20,info@spamami.com
Hibiscus Médical,"Rue Msahel Mohamed n°B.Baba Hassen,Alger...",023 35 10 60 / 0770 32 45 01,hibiscusmedicaleurl@yahoo.fr
ENASEL / Entreprise Nationale des Sel,Zone indusrielle Le Rhumel.Bp 18.Cité Bo...,031 60 64 62 / 031 60 64 60,dg@enasel.com
PROLIPOS / Société de Production des Cor...,Zone industrielle Lot N° 67 et 69 Route...,032 50 31 61 / 0550 94 12 63 / 0550 94 00 42 / 0550 01 16 69,prolipos@yahoo.fr
Afrique Étanche,"Lotissement Said Ahmed, n°62.Bordj El Ki...",0661 59 83 42 / 0661 59 83 47 / 0661 59 83 42,afriquetanche@hotmail.com
El Inara Tubes Plast,"Zone d'activité de Medjana,Bordj Bou Arr...",035 76 50 02 / 0560 00 19 07,plastelinara@yahoo.fr
Medit Pol / Méditerranée Polyester,"07,Cite Chebacheb.Khemis El Khechna",0550 26 52 31,pol.medi@yahoo.fr
KDCM Equipements,"Bouzeguene centre.Bp 84,Tizi Ouzou,Algér...",026 14 65 22 / 0660 57 18 17,mettouchi@suroilkdcm.com
JAB Company,"Zone d'activité; lot n°27. Ain Benian,16...",,contact@jabcompany.com
HEP / Haddad Equipement Professionnel,"D6.Cité du Lycée.Rouiba,Alger,Algérie,16...",021 85 49 05 / 0555 02 04 09 / 0554 51 23 23,contact@haddad-dz.com
Micro PC,"108, avenue des Frères Abdessalami.Vieux...",021 28 27 00 / 021 46 17 17 / 0550 58 86 50,hakim.ounnas@gmail.com
Linde Gaz Algérie,"23, avenue de l'Armée de Libération Nati...",021 49 86 26 / 021 49 75 81 / 021 49 85 99 / 021 49 70 36 / 021 49 81 19,abdelkader.benabid@linde.com
ACI / Agro Consulting International,"194, Rue Boudjemâa Khellil. Oued El Roma...",,info@aci-algerie.com
IMS Algerie / Industrie Médical Service,Rue Hamdani Lahsen.Résidence El Marwa.Hy...,021 43 50 12 / 021 43 50 13 / 021 43 50 14 / 021 43 50 15 / 0770 27 02 02,info@imsdz.com
TNG / Top Net Groupe,89 & 90 Coopérative Ennasr Ex domaine Ga...,023 53 45 27 / 023 53 45 28 / 0770 32 79 50,marketing@topnet-dz.com
Siad Automobiles,"Boulevard Colonel Ahmed Zaidat .Azazga,T...",0661 51 35 62 / 0555 96 40 22,siad@groupesiad.com / siamar.benelhadj@groupesiad.com
SMTP / Société Mitidja Transformation Pl...,"Zone industrielle site II. Ouled yaich,...",025 26 90 31 / 0550 40 00 36,aggoun_smtp@hotmail.fr
Ceramica Madaoui,"Immeuble Madaoui, boulevard Krim Belkace...",034 21 44 77 / 034 21 65 66 / 0770 37 18 14,direction.madaoui@gmail.com
Florex Equipements,"60, lotissement C.Draria,Alger,Algérie,1...",023 26 43 00 / 023 26 41 34 / 023 26 43 03 / 023 26 42 96,contact@florex-dz.com
Outillage Corporation,"08, Rue Mohammed BOUDIAF(ex TELLA Ahcen)...",,contact@outillage-dz.com
Maroua Impex,"4ème km, route de Batna, n°47,Constantin...",031 62 57 33 / 031 63 75 70 / 0561 62 57 34 / 0561 62 57 35 / 0561 62 16 07 / 0561 69 76 00,contact-constantine@marouaimpex.com
SCIDEP,"3, Bois des cars II.Dely Ibrahim,Alger,A...",023 30 84 53 / 023 30 84 55 / 023 30 84 57,info@scidep.com
ESAI / Entreprise des Services et Activi...,"16, avenue des trois Frères Bouaddou.Bir...",023 54 22 11 / 023 54 20 69 / 023 54 20 71 / 023 54 20 67,info@esaidz.com
AFMED,"Cité Zerrara, n°55,Bejaia,Algérie",034 81 81 40 / 034 81 81 41 / 0555 04 32 45 / 0770 94 79 49,contact@sarlafmed.com
AK Médical,"Cité 1700/120/50 logts.Bt A3,n°151 .Akbo...",034 33 48 45 / 034 33 48 46 / 0560 03 49 28 / 0550 49 53 93,akmedical@gmail.com
STRM,"Zone industrielle Ben Boulaid.Site 2, n°...",0661 57 41 45 / 0661 57 41 44,strmdz@gmail.com
DIPROCHIM / Entreprise Publique Economiq...,"17, rue Abdelkader Rakouba.Hussein Dey,A...",021 49 69 60 / 0770 12 21 23,dg.diprochim@gmail.com
CHIMIE AL,"Lotissement Daib Aissa, lot n°3.Bordj El...",0555 99 99 05 / 0555 92 27 99,sofianemar@gmail.com
Purepox Coatings,"Zone Industrielle, n°74.Section 4.Cherag...",0560 01 05 99,contactus@purepox.net
NOVO Nordisk Algérie,"Micro zone d'activités, lot n°32.Hydra,A...",023 53 15 31 / 023 53 15 35,mtwg@novonordisk.com
TECMECA,"Zone industrielle de Oued Smar.Bp 53M,Al...",023 92 01 64 / 0555 00 29 19 / 0555 00 29 20 / 0661 52 70 62 / 0550 66 78 47,info@tecmecasarl.com
MAPROGAZ / Setif,"Zone industrielle Bazer.Sakra.El Eulma,S...",036 47 97 76 / 036 47 97 77 / 036 47 97 78 / 0555 01 40 00,maprogaz@maprogaz.com
ECO SUD / Société de Production d'Enduit...,"1, rue Poiret Mohamed V,Ghardaia,Algérie...",029 27 22 89 / 0555 09 98 76 / 0661 39 04 05,sarlecosud@yahoo.fr
MFG / Mediterranean Float Glass,"29, route de Meftah.L'Arbaa,Blida,Algéri...",0770 93 46 30 / 0770 95 48 43,contact@mfg.dz
Galion Algérie,"Section 06.Ilot de propriété, n°284.Hamm...",0982 40 02 70 / 0982 50 54 57 / 0982 50 54 58 / 0555 02 29 39 / 0555 02 29 36 / 0555 02 29 35 / 0770 99 19 82 / 0770 99 19 83 / 0770 99 19 84,contact@galionalgerie.com / info@galion.com
Hyprotech Algérie,"Bt.D45, n°37.Résidence El Yasmine.1016 l...",021 94 75 95 / 0770 27 76 93 / 0770 92 32 84 / 0770 10 15 38,contact-hyprotech@hygindust.com
ACOMP Negoce,"36, Lot Freri n°03 groupe C.Dar El Beida...",021 87 88 78 / 021 87 85 78,info@acompnegoce.com
EVOLUTEM,"Lot n°111.Pins Maritimes.Mohammedia,Alge...",023 75 03 14 / 0550 02 91 93 / 0550 02 91 92,evolutem@yahoo.fr
OUTILSEC,"Cité les Rosiers.G-A, n°33.El Hamiz.Dar...",023 85 36 17 / 023 85 35 17 / 0661 52 30 24 / 0551 38 57 76,outilsec2002@yahoo.fr
Dar Erradja- Amiral,Avenue Saint Marie n°1.Beni Mered.09130,0560 97 66 39 / 0550 96 34 34 / 0550 96 34 77,amiral.paint@gmail.com
ADICHIM,"Cité Ben Mered.Lot 58-03.Bodj El Kiffan,...",0770 52 23 13,eurladichim@yahoo.fr
Adwan Chemicals Company Algeria,"Zone Industrielle, n°02 et 03. Fornaka,M...",,infodz@adwanchem.com
Miss Flowers Paris,"Ferme Akherouf.Route de Sétif,Bordj Bou...",035 76 21 21 / 0555 95 52 22,missflowersparis@gmail.com
BERSU,"Hawch Younsi Ammar.Section 3, lot 766.Bo...",023 87 32 32 / 023 81 30 44 / 0770 68 35 43 / 0770 27 41 85,sarlbersu@gmail.com
SMPCA / Societe Maghrébine Des Produits...,"Zone Industrielle.Essenia 02,Oran,Algéri...",041 51 53 04 / 041 51 53 32 / 041 51 53 44 / 0550 56 39 91,smpca_oran@yahoo.fr
ENTEC / Engineering Technics,"03, cité Boussouf.Lot Ezzahra, 2ème tran...",0770 91 49 54,contact@entec-dz.com
Moderne PVC,"Cité Frérie 03, lot n°8.Hamiz.Dar El Bei...",023 86 71 57 / 0550 40 68 54 / 0555 06 80 70 / 0560 07 18 86,info@modernepvc.com
Arama Glass,"Coopérative El Mahaba.El Eulma,Setif,Alg...",036 47 99 06 / 0550 53 86 82 / 0550 46 48 40 / 0555 04 91 92,arama_glass@yahoo.fr
FBVM / Frères Bouhedjar,"Rn 36. Ouled Fayet,Alger,Algérie,25000",0550 54 32 24 / 0555 62 52 34,verre.fbvm@gmail.com
ENG / Entreprise Nationale des Granulats...,"Carrière géante.Sidi Ali Benyoub,Sidi B...",040 40 80 74 / 048 53 11 36 / 0660 40 32 01 / 0660 37 69 71,sidialibenyoub@eng.dz
HYGINDUST,"Rue 11 décembre 1960, n°154.Ouled Chbel",0770 10 15 38,contact@hygindust.com
GP / Général Profile,"Lot 106, classe n°07, domaine Kaidi. Bor...",023 94 26 25 / 0555 00 61 89,contact@generalprofile.com
Razes Laboratoires,"51, Rue Lazergui Kaddour, Saoula,Alger,A...",023 53 81 19 / 023 53 81 11 / 023 53 81 16 / 023 53 81 26,contact@frater-razes.com
Aquatec Biotechnologie,"Zone industrielle Chetouane, Desserte n°...",043 27 60 50 / 043 27 23 62 / 043 27 23 64,aquatec@groupekherbouche.com
Canal Plast,Zone industrielle desserte n°3.Chetouane...,043 26 19 59 / 0555 02 95 32,canalplast@groupekherbouche.com
Atlas Chimie,Route de Tlemcen.Maghnia.Bp 280,0550 57 19 44,ac@groupekherbouche.com
ITC / Inter Trade Contact,"30, rue Benyoucef Khettab.El Harrach,Alg...",023 74 95 11 / 0550 88 75 94,itc_sarl@yahoo.fr
SBGDE / Bendaas & Ghecham de Découpage &...,"Issaghiten, douar Ouled Chelih, commune...",0560 08 92 51 / 0555 03 12 97,contact@sbgdfajo.com
Nord Afric Plexi,"34 LOT. ROBERT PONT CARNOT Bouzareah,Alg...",021 79 05 58 / 0773 62 99 13 / 0661 59 57 49,nord_afric_plexi@hotmail.fr
Inoxpa Algerie,Zone d'activité de Dar el Beida.Lot n° 7...,023 83 33 20 / 0661 40 17 53,lnessah.dz@inoxpa.com
Crea Glass,"35, Alioua Foudil.Cheraga,Alger,Algérie",021 37 13 57 / 0661 31 62 07 / 0770 14 46 96,creaglass.khezzane@gmail.com
Biocare Laboratoires,"Rn 44.Mezdour.Sidi Kassi.Ben M'hidi,El T...",0550 96 31 78 / 0555 62 59 18 / 0560 11 27 16,ke.ouanas@biocare-dz.com
CHIMIBAT,"Villa n°3, rue des palmiers n°8.Djenane...",0561 68 25 74,informations@chimibat-dz.com
IGBS / Industrie Générale Bitumes Sétifi...,"Zone industrielle.Bp 67.Mezloug,Setif,Al...",036 82 42 35 à 37,bitume@groupekplast.com
SASACE / Société Algérienne de Sacs Endu...,"Rn 126.Route de Fouka.Bou Ismail,Tipaza,...",024 46 12 24 / 024 46 18 23 / 0560 00 65 09 / 0560 00 50 38,contact@spasasace.com
CH Pneus,Centre d'affaires et du Commerce El Djen...,023 80 40 51 / 0550 55 00 55,info@chpneus-dz.com
Alioua Verre,"Rn n°12.Oued Aissi,Tizi Ouzou,Algérie",026 41 32 86 / 026 41 32 82 / 026 22 50 81 / 0770 12 97 70,contact@groupealioua.com
AKCHIMIE,"21, rue Kerrouche Slimane.Birkhadem,Alge...",023 45 31 96 / 0555 03 92 62 / 0558 35 68 69 / 0661 51 66 08,contact@akchimie.com
TAKPVC,"Zone d'activité A, n°21.Beni Mered.Bp 58...",025 27 61 97 / 0560 09 11 95 / 0560 90 68 80 / 0661 17 20 34 / 0560 09 12 99,contact@takpvc.com
SANISTAR,"Lotissement n°02, zone industrielle Oued...",0561 62 31 91 / 0555 02 03 45 / 0560 98 54 51 / 0560 02 08 96 / 0555 02 03 45 / 0550 24 20 83,sanistar55@hotmail.fr
PPG / Algérie Peinture et Revêtement,"Quartier des Affaires, tour CMA-CGM, Bab...",023 92 43 38 / 023 92 43 39 / 023 92 43 40 / 0770 95 68 71 / 0770 17 52 22,contact@ppgalgerie.com
SOCOPLAST,"16, Route de Meftah, Zone Industrielle.O...",021 51 33 15 / 021 51 63 33,socoplast2003@yahoo.fr
TDI PLAST / Transformation Diverses Indu...,"59 Avenue Houari Boumediene,Bordj Bou Ar...",035 76 50 01 / 0550 91 91 91,tdiplast@hotmail.fr
MADECO,"Route d'Alger.Douaouda ville,Tipaza,Algé...",024 40 92 33,
Bekkair Hanane,"Coopérative Merhaba.Villa n°03.Kouba,Alg...",0550 74 62 80 / 0776 16 06 59,salybekkair@hotmail.fr
AYA,"27, rue Guelab Larbi,Tiaret,Algérie",0555 11 85 08,houariaya14@hotmail.fr
BB Santé,"Cité Bensaleh,Mila,Algérie",,
Med Ramy Parapharm,"Cité du 1er novembre 54, avenue Ahmed Be...",036 44 52 87 / 0770 86 33 20,ets.medramy@yahoo.fr
Global Santé,"68, lot Cheikh Tahar,Annaba,Algérie",0550 58 08 10 / 0550 58 08 93,globalsante23000@gmail.com
LGA / Lord Glass Accessoires,"Cité Kouadria, section 04. Proprièté 333...",0550 90 04 65 / 0555 09 97 01,lordglass@gmail.com
SAC AMAR,"Avenue Masckar Ali.Bp 232.Mouzaia,Blida,...",,sarlsacamar@hotmail.com
