Title,Info,Company,Company1
MANUTEXOR,"19, avenue Saim Mohamed ( ex av. St Char...",041 38 21 32 / 041 38 21 74 / 0555 69 16 11,manutexor@yahoo.fr
Aidoud Fil / Aidoud Abderraouf,"Cité Rais n°54.Sidi Moussa,Alger,Algérie",0540 00 26 43,aidoud.fil@gmail.com
CVC AFAK Confection de Vêtements Casque...,"29, rue Mustafa Saidani.Beaulieu.El Harr...",023 82 90 15 / 023 82 90 11 / 0661 51 03 73,cvcafak@yahoo.fr
COBBA / Confection Bordj Bou Arreridj,"Cité du 20 aout 1955.Bp 107,Bordj Bou Ar...",035 72 20 81 / 035 72 20 82 / 0661 73 47 34,eurlcobba04@yahoo.fr
Tafna Confection,"Route de Nedroma.Bp 14.Maghnia,Tlemcen,A...",043 39 78 76 / 0550 15 70 39,tafna_confectiona@yahoo.fr
BD / Bouira Draps,"Route de Tikjda,Bouira,Algérie,10000",026 74 41 95 / 0780 35 81 44,bouiradraps@yahoo.fr
MAPAP / Maison du Pret à Porter,"8, rue Abane Ramdane.Bordj El Kifen,Alge...",021 20 28 06 / 021 20 59 09,mapap_bek@yahoo.fr
SCIDEP,"3, Bois des cars II.Dely Ibrahim,Alger,A...",023 30 84 53 / 023 30 84 55 / 023 30 84 57,info@scidep.com
OUTILSEC,"Cité les Rosiers.G-A, n°33.El Hamiz.Dar...",023 85 36 17 / 023 85 35 17 / 0661 52 30 24 / 0551 38 57 76,outilsec2002@yahoo.fr
GIAP / Général Industrie Articles Paraph...,"Sntp Est.Groupe G, n°15.El Hamiz.Dar El...",023 85 96 81 / 0557 46 10 16 / 0550 84 89 79,giap.dz@gmail.com
Mesbah Malika Confection,"81, Rue Didouche Mourad,Alger,Algérie",021 73 20 35 / 0776 20 40 84,
Cherifi Bio Plus,"Cité la Vallée . lot n°5,Boumerdes,Algér...",024 79 01 66 / 024 79 01 69 / 024 79 01 65 / 0561 78 67 93,fkacisaid@bioplusdz.com
ALSUP / Algeria Single Use Product,"46B, rue Kamal Ladjouz,Bejaia,Algérie,06...",(034)22 51 49,contact@alsup-dz.com
Azhar Confection / Mokrani et Cie,"01, rue Aloui Ahmed.El Kseur,Bejaia,Algé...",034 82 73 33 / 0770 70 02 87 / 0770 45 92 82,contact@confectionazhar.com
C&H Fashion Confection et Habillement,"Zone Industrielle Rouiba.Rn n°5,Alger,Al...",023 85 12 69 / 023 85 12 65,groupecandh@yahoo.fr
Lis Industry,"23, rue Hamidi Said .Birkhadem.,Alger,Al...",021 55 47 05 / 0540 48 94 84,lisindustry48@hotmail.com
SAPISEC / Société de Production Industri...,Siege:Coopérative Immobilière Frantz Fan...,024 87 72 92 / 024 93 75 38 / 0555 03 87 23 / 0555 03 87 24 à 25 / 024 93 73 97 / 024 93 75 38,contact@sapisec.com
Atchi Biomedical,"01, rue Ramoul Abdelaziz,Blida,Algérie",025 21 65 31 / 025 30 00 40 / 0661 91 12 23 / 0661 91 12 24,atchibio@yahoo.fr
Mak Baris Habillement,"101, lot Yassouel Kouider. Zeralda,Alger...",0560 03 12 86,makbaris@hotmail.fr
EPA / Euro Protection Algérie,Cité du 1er Novembre. Ouled Moussa. Bp 7...,024 93 73 89 / 024 93 73 97 / 024 93 75 38 / 0555 03 86 62 / 0770 82 39 09,commercial@europrotectiondz.com
Securi-Plus,"Cité 400 logts, bt 1,Mostaganem,Algérie,...",045 41 73 57 / 0661 37 78 94,contact@securiplus.net
PIMS / Protection Individuelle & Matérie...,"5, chemin Fernane Ruisseau .Hamma .Anas...",021 67 28 28 / 0550 80 08 00,info@pimsdz.com
Ahras Industry,"Zone industrielle oued Smar, lot n°17, E...",023 92 01 39 / 023 92 01 20 / 0655 59 12 60 / 0661 91 19 11 / 0698 10 38 94 / 0555 96 00 19,info@ahras.com
EHC / Etablissement d'Habillage et de Co...,"148, avenue de l'ALN. Caroubier. Hussein...",021 49 72 71 / 021 49 70 71 / 021 49 72 71,ehc-dsm@mdn.dz
HD / HYGIMED Hygiène Médicale,Zone industrielle Dergana. Cité Bordj El...,023 94 07 13 / 023 94 07 14 / 0560 09 90 69,contact@hygimed-dz.com
CHARMED,Rue Djamel Eddine El Afghani Gembetta. E...,041 53 30 80 / 041 53 12 60,charmedsante@yahoo.fr
Taalba,"Route nationale 26, quartier Sonatrach....",034 36 32 37 / 0770 63 08 96 / 0561 81 21 11,mpgi_taalba@hotmail.com
PMPS / Matériel de Protection & de Sécur...,"10, route de Bachdjerah.Cité Maya Prêt H...",021 77 81 49 / 021 77 81 50 / 0557 82 87 00 / 0550 48 76 16 / 0556 08 92 05 / 0560 08 92 06,pmpsdz@yahoo.fr
Phenix Confection,"13, rue Mehdi Hamid. Amizour,Bejaia,Algé...",034 09 82 21 / 0661 84 77 87,phenix.eurl@gmail.com
CSP/ Chaib Sécurité Protection,"26 Route du Kadous Tixraine. Birkhadem,A...",021 40 00 91 / 0556 60 00 31,chaibsecurite@gmail.com
EMAAFE,"Route n°115.Saoula.Birkhadem,Alger,Algér...",021 40 53 50 / 0550 41 74 91 / 0555 54 91 27,contact@securite-emaafe.com
PERISECURE,"12, rue d'Auzia.Hydra,Alger,Algérie",,t.zerouk@perisecure.com
DRIFEX,"4, rue Shekspear El Mouradia,Alger,Algér...",023 52 76 01 / 0770 86 25 76 / 0556 01 53 86,drifex@outlook.fr
Zemmouri Chaouche,"Rue Achak Djamâa.Zemmouri,Boumerdes,Algé...",0669 56 54 07 / 0661 79 96 84 / 0699 38 90 40,z.chaouche16@hotmail.fr
CALTEX,"26B, les Deux Pilliers.Bouzereah,Alger,A...",021 79 95 98 / 0550 41 58 24 / 0550 49 59 03,eurl_caltex@hotmail.com
Ms Protect,Cité 1839 logts Aadl.Sebala n°9.El Achou...,021 31 27 04 / 0770 17 17 50 / 0770 11 31 13,msprotectdz@gmail.com
Difac Algerie,"Boulevard Stiti Ali N°11 2ème Etage ,Tiz...",023 81 95 75 / 0550 41 66 18 / 0560 30 73 16,sarldifacalgerie@gmail.com
INOTIS,"Zone Industrielle II. Es Senia.Bp 62A,Or...",040 21 24 90 / 041 61 76 19 / 040 21 24 90 / 041 61 76 45 / 0560 09 90 69,contact@inotis.com
Mezine Confection,"Cité des 12 logts.Tadmait,Tizi Ouzou,Alg...",026 27 05 01 / 0558 00 84 88 / 0772 71 49 14,contact@mezine-confection.com
CBP / Cherrifi Bio Plus,"Bureau 1, Cité la Vallée n°5,Boumerdes,A...",024 79 01 66 / 0661 65 71 91 / 0661 65 61 35 / 0561 78 67 93,commercial@bioplusdz.com
As Safety,Cité Mohamed El Aid El Khalifa n°48.Hass...,029 79 33 24 / 0770 53 40 42,assafety570@yahoo.fr
FB / Ets F Bektache,"ILOT 99, n04, Nouveau CEM SI EL HAOUES,...",029 73 29 28 / 0772 94 08 01 / 0542 48 14 00,contact.ets.bf@gmail.com
SITAF / Sécurité Industrie Technique Ant...,"Cité Mesdjed El Atik. Hassi Messaoud,Oua...",029 78 20 04 / 0771 29 65 85 / 0661 63 77 31,sitafogx@yahoo.fr
Ets El Nour,"Cité 134 logements, lot N°21.Hassi Messa...",029 78 94 21 / 029 78 94 23 / 0661 73 64 68,etselnour@yahoo.fr
SOLUTECH,"Bloc Wa/2, cité AADL.Sidi Achour,Annaba,...",038 47 80 99 / 0550 56 21 60 / 0782 45 88 78,sarl_solutech@yahoo.fr
Proweld Equipements,50 D.Zone d'Activité Chihani Bachir.El K...,0560 17 01 07,proweld@live.com
Confection Klouche,"Bis Doukhi Maazouz. Bou Ismail,Tipaza,Al...",024 32 84 89 / 0550 90 05 14 / 0662 54 19 54,confectionklouche@gmail.com
BRENTEX,"Plage de fontaine n°3.Ain Benian,Alger,A...",0541 33 15 30 / 0771 54 09 66,brentexalger@gmail.com
FRIKAT Confection Industrielle,LOCAL N°225 A LOTISSEMENT RESIDENTIEL DE...,0560 98 66 44 / 0550 10 66 44 / 0551 86 13 85,frikatconfection@hotmail.fr
TL Securité,"Cité mosquée El Atik.Hassi Messaoud,Ouar...",0661 38 49 19 / 0660 61 84 86 / 0661 38 49 19 / 0660 61 84 85,tlsecuritedz@gmail.com
Chirifi Bio,"Site la vallée, lot n°5, bureau 01,Boume...",024 79 01 66 / 024 79 01 69 / 0661 65 61 35,bioplus-dz@yahoo.fr
GARATEX,"Lot Aissat Idir, Villa n 65 Local A Beni...",021 93 25 68 / 0550 80 44 98,sarlgaratex@yahoo.fr
Confection Mustapha,"28, rue Mohamed Ounoufi.El Madania,Alger...",021 27 75 07 / 0658 99 63 53 / 0797 48 75 94,eurlconfectionmustapha@gmail.com
REDIS,"Cité AADL, Hassi Messaoud,Ouargla,Algéri...",029 78 96 17 / 029 78 96 18 / 0661 41 06 02 / 0661 41 06 04,sarlredis@yahoo.fr
MASSIF,"El Chott,El Oued,Algérie",032 10 95 60 / 0555 92 91 76,massiftex@gmail.com
ALTEX Confection,"Route de Sidi Ahmed,Bejaia,Algérie",034 17 51 34 / 0657 16 11 01 / 0661 28 83 43,
Ikos Wear,Villa 38 residence El Amel Aissat Mustap...,023 84 21 88 / 0555 00 91 14 / 0555 00 91 18,ikoswear@gmail.com
Entreprise de Confection Habillement de...,"03, rue Aibda Said Baghlia,Boumerdes,Alg...",024 74 64 13 / 0550 45 02 15,ets.elwafa@yahoo.fr
CHAMS,"Village de Bouaidel.Ammal,Boumerdes,Algé...",0771 23 55 65,eurlchamsa@gmail.com
Inducotex,"04, place Zeddour Brahim ( ex Place Karg...",041 30 73 43 / 041 30 73 42 / 0560 03 51 93 / 0560 06 03 15,inducotex@outlook.fr
SG MBMC / Société Générale Matériels de...,"Coopérative Immobilière El Amel G3, n°11...",023 70 80 84 / 023 70 85 39 / 023 70 85 44 / 023 70 85 42 / 0558 75 18 38 / 0558 96 00 31,eurl_sgmbmc@yahoo.fr
Big School,"N°58 Kasanova, 01 RDC..Baba Hassen,Alger...",023 334 45 11,big-school@hotmail.com
Jacket's Club,"7, place Port Said Square. Tontonville,A...",021 71 40 67,contact@jackets-club.com
MARYTEX,"12, lot 41.Douera,Alger,Algérie",0550 41 58 41 / 0561 64 63 92 / 0561 64 63 94,marytex@gmail.com
Euro Protection Algerie,Cité du 1er Novembre BP N°76 BIS. Ouled...,024 93 73 89 / 024 93 73 97 / 024 93 75 38 / 0555 03 86 62 / 0770 82 39 09,commercial@europrotectiondz.com
American Depot,"179, rue Hassiba Ben Bouali N°19A, Hamma...",021 67 67 28 / 0560 96 08 98 / 0550 97 51 68 / 0557 70 10 43,info@americandepot-dz.com
Mohamadi Mohamed,"Cité Camps 02, n°54, local A.Kouba,Alger...",023 70 89 06 / 0770 74 54 64,etsmohamadi@hotmail.fr
Holy Clean,"Cité Khoullali Ali, Rue 10 N° 08 APC Les...",0556 64 75 54 / 0770 99 92 60,holycleandz@gmail.com
Entreprise Wacim Tex,Coop Immobilière Aissat Idir.Bordj Menai...,0550 48 17 53,wacimtex@yahoo.com
SAVET / Société Algérienne de Vêtements,"02, rue Saddok Djillali.Douera,Alger,Alg...",023 32 86 46 / 0550 48 21 57,shoufel@savet-dz.com
Great Way,"Zone industrielle, n°210, Classe 07.Zone...",021 85 99 98 / 0560 03 63 54 / 0550 91 38 19 / 0555 06 56 61,saliha.hamek@greatway2.com
Medicina Plast,"Coop Immobilière Omar Ibn Abdelaziz, lot...",036 44 31 66 / 0555 00 92 77,info@medicinaplast.com
EST / Ergonomic Sport Technologie,"110,hai Emir Abdelkader .Bir El Djir,Ora...",041 42 35 00,yassine@afric-sport.com
Chico Sport,"33, route de Tenes.Chettia,Chlef,Algérie",027 73 08 21,sarlchicosport@yahoo.fr
Axion Sport,"Coop Youghourta, n°3 .les Sources .Bir M...",021 44 69 60 / 0555 62 11 94,kettler.bmr@gmail.com
Habri Sports Trading,"Siege Social:14, rue At Tabrizi.Les Sour...",021 54 04 84 / 0556 60 11 05 / 0555 01 55 66,contact@habrisport.net
VIVA SPORT,"Cité Point du Jour rue D, n°8,Oran,Algér...",,
Air Street,"41, rue de la base aérienne.Chéraga,Alge...",0560 96 47 70 / 0560 11 53 00 / 0560 11 50 96,contact@air-street.com
Europa Sport,"5 cité nouveaux Quais, ex rue la Grenoui...",0560 44 82 50 / 0560 62 89 04 / 0561 86 46 50,ines@europasportalgerie.com
Matsuru Sport,"44 parc Ben Omar.Kouba,Alger,Algérie",023 78 59 70 / 0770 93 21 91 / 0770 82 14 96 / 0770 82 14 95,nadia.aitelhadjmatsurur2015@yahoo.fr
Factory Sport,"126, rue Didouche Mourad.Alger Centre,Al...",021 27 77 21 / 0661 90 45 94 / 0661 36 46 52,factorysport@outlook.com
Soca Sport,"34, rue Mohamed Khemisti, Dar El Beida,C...",021 50 83 33 / 0560 03 84 27 / 0560 03 88 24 / 0561 70 54 99 / 0770 52 46 51,socasport@hotmail.com
HM Invest,"Hai Kaidi, groupe 07, lot n°110.Bordj El...",023 94 29 69 / 0550 18 99 98,hm_invest@hotmail.com
UFMSSE / Unité de Fabrication de Matérie...,"35, rue du 8 Mai 1945.Chéraga,Alger,Algé...",021 36 30 93,psaufmsse@yahoo.fr
MELASANE,"Zone Industrielle .35 El Achour,Alger,Al...",0770 94 88 98,commercial.reseau@melasane.dz
Azzi Fouad / MAISON AZZI DE HAUTE COUTUR...,"74 bis, rue Didouche Mourad,Alger,Algéri...",023 50 49 93 / 0550 50 14 89 / 0550 88 88 79 / 0550 80 08 05,azziart@yahoo.fr
Zait Abd El Hamid/ Confection Vertine,"02 Lot. Idriss Bouzareah,Alger,Algérie",0661 66 45 35 / 0771 07 02 68,bbamir2001@gmail.com
Haute Couture Laroussi Lyes,"38, Bd Souidani Boudjemaa,Alger,Algérie",0770 18 16 02 / 0558 79 61 65,
VETLUX,"03, rue Docteur Saâdane,Alger,Algérie",021 63 25 24 / 021 63 24 33 / 0661 52 27 18,elvis.yacine@yahoo.fr
Fondia,"9 Faubourg des martyrs,Bordj Bou Arreri...",035 72 21 21 / 035 72 20 20 / 0770 82 22 88,fondia34@yahoo.fr
ABEILA,"14, boulevard Mohamed V,Tlemcen,Algérie",043 42 22 36 / 0770 94 94 24,leizerh@yahoo.fr
ZOUINA,"Local n°7, 110 lotissement Militaire n°...",0550 47 43 53,
Prati Vet,"14, rue des fréres Sahraoui .Larbaâ,Blid...",025 34 12 86 / 0555 28 17 82,prati_vet@live.fr
Confection Numidia,"11, route Kerrad Rachid,Tizi Ouzou,Algér...",026 19 95 91 / 0561 61 91 42 / 0561 61 93 45,numidia26@yahoo.fr
Saighi Yassine,"Les allées Ben Boulaid BP 66,Batna,Algér...",0770 44 23 58 / 0553 21 58 26,citex.saighi@yahoo.fr
SP / Speed Protection,"Hai Emir Abdelkader, ilots 110.Lot n°34....",041 82 96 32 / 0561 61 39 11 / 0770 16 65 62,Speedprotection@gmail.com
Ouadhi H,Cité Abderrahmane Taalibi n°04.Dar El Be...,023 81 09 34 / 0661 83 42 44 / 0661 83 55 57 / 0661 58 14 82,ouadhih@gmail.com
