Title,Info,Company,Company1
Felis Emballage,"Zone D'Activité. Draa Ben Khadda,Tizi Ou...",026 20 60 45 / 0560 98 24 54 / 0560 91 32 47 / 0555 01 16 50,felisemballage@gmail.com
Benacer Emballage,"Cité El Arf. Guerrouaou,Blida,Algérie",0556 62 56 80 / 0672 07 09 26 / 0772 16 81 98,benaceremballagecarton@gmail.com
Mitima Emballage,Fraction El Merdja. Douar El Hammam. Bou...,0550 85 00 74 / 0550 36 18 85,baba.0707@hotmail.fr
El Baraka Emballage,"Ouled Boutoula. Sidi Ziane,Bouira,Algéri...",0661 55 78 24 / 0558 74 03 07,albarakaemballage@gmail.com
Chrono Emballage,"Mesloug Route Lachichia,Setif,Algérie",0558 22 19 818 / 0770 66 11 56 / 0661 75 37 27,chrono.emballage@hotmail.com
EL Walima Emballage,"Cité Benamara .Hammadi. Dar El Beida,Alg...",0554 99 10 04,elwalima.emballage@gmail.com
Aboud Bakri Industrie,"Coop Essalem, villa D2. Garidi. Kouba,Al...",0550 53 80 69 / 0770 57 67 17,aboudbakri@hotmail.fr
PALANIA,Zone Industrielle. Taharacht Batouche 2....,0671 19 49 52 / 0770 31 74 12 / 0671 19 49 50,contact@palania.com
Guellai Smayine Lakdar Dattes,"Cité Hamidi Ziane. Lichana,Biskra,Algéri...",0554 12 38 34,guellai.smayine@gmail.com
Loulou Emballage,"Ferme Fedelich 213, EX Pitavy Birkhadem,",0550 99 68 65 / 0790 35 65 49,loulouemmballage@gmail.com
FS Emballage,Cité Kouadria .Ouled Moussa,0661 15 37 45 / 0661 15 56 49,fs-emballage@hotmail.com
SITTELLE,Route Base Militaire. Ben Hamdane. Boufa...,0550 91 31 96 / 0550 91 31 97 / 0550 91 31 98,contact@sittelle.dz
Paper West,"23, zone de stokage El Karma .Es Senia",,
BL Emballage,Zone d'activité Taharacht.Akbou,0555 45 89 44 / 0770 69 98 09,eurlblemballage@gmail.com
DB Store,"Lot 17, n°68, cité 5 juillet , résidence...",0560 14 76 24,
Jembal / Société Moderne Transfo-Pap,"Section 05, ilot 158. Hamadi",0556 30 14 04 / 0550 73 13 06,dc@jembal.com / contact@jembal.com
Groupe Djedei,Hai Rymel APC n°01,0770 21 50 58,spadjedei.mila@gmail.com
ORAN SACS / Société de Sacherie d'Oran,Avenue des Martyrs de la Révolution. BP...,041 24 02 67,oransach@yahoo.fr
SACAEH / Société de Sacherie Ain El Hadj...,"BP 05, Route de la Gare Ain El Hadjar,Sa...",048 40 32 17 / 048 40 31 07,sacaeh@yahoo.fr
Infor Packaging Algérie,"Zone industrielle.Bp 21.Oued Smar,Alger,...",023 93 02 46 / 0770 93 92 50,contact@infor-print.com
ROXRAM,Cité Sonelgaz.Lot n°6.Gue de Constantine...,,sarlroxram@gmail.com
MPS / Mondial Print Service,"Bp n°306.Kolea,Tipaza,Algérie.",024 38 08 80 / 0550 98 38 38 / 0550 98 39 39,info@mps-print.com
SASACE / Société Algérienne de Sacs Endu...,"Rn 126.Route de Fouka.Bou Ismail,Tipaza,...",024 46 12 24 / 024 46 18 23 / 0560 00 65 09 / 0560 00 50 38,contact@spasasace.com
APMC / Aigle Paper Manufacturing Company,"73, Hai El Moudjahid.Bourouba,Alger,Algé...",,djouider@yahoo.fr
ALPAP / Algérienne du Papier,"2, rue Farid Zouioueche.Maison de la Pre...",023 70 93 49 / 023 70 93 50,alpapspa@gmail.com
Titri Plateaux Transformation Du Papier,"El-Kaa. EL-Feidh.Sedraya,Medea,Algérie,2...",025 71 62 84 / 0550 96 33 22,titri.plateaux@gmail.com
PAPIEROSA,"30, Rue des Frères Bouras,Souk Ahras,Alg...",0675 15 29 93,marketing_gipec@yahoo.fr
HR Industrie,"Route d'Ouled Belhadj.Saoula,Alger,Algér...",023 59 63 62 / 0558 20 58 57 / 0554 91 42 42 / 0550 59 23 35,dzsens@hotmail.com
El HILLAL,"Zone d'activité bloc C, lot n°2. Oued Sm...",023 93 57 10 / 0667 92 90 05,sarl.elhillal@yahoo.fr
Atlas Pack,"Zone Industrielle Sidi Abed, groupe lot...",0560 91 87 26 / 0560 91 87 25 / 0550 50 74 47 / 0561 63 14 35,sarlatlaspack@yahoo.fr / appro@atlas-pack.com
LCE / La Centrale d'Emballage,"4, place Hassiba Ben Bouali (Ex Saint Hu...",041 24 68 78 / 0661 20 96 96 / 0661 20 00 62,info@emballagelce.com
COGEMPAK / Compagnie Générale d'Emballag...,"Zone des parcs Tala Athmane .BP 61,Tizi...",026 20 52 32 / 026 20 56 00 / 0771 15 89 22,cogempak_4@yahoo.fr
CALEMPA / Compagnie Algérienne d'Emballa...,"Zone industrielle de Zahana.Bp 70 ,29330",0661 15 39 01,calempa.algerie@yahoo.fr
SP Emballage,"50, lot M'hammdia.Ouled Chebel. Birtouta...",0770 66 94 72 / 0541 66 56 26,spemballage@gmail.com
ONYKRA,"2,route de la gare. Reghaia,Alger,Algéri...",023 84 72 10 / 023 84 72 11 / 0550 59 70 10 / 0555 04 39 79,onykrahoucine@yahoo.fr
Sogeflex Emballages,"Route Nationale n°3 Bouakaz . Fesdis,Bat...",033 80 82 72 / 0555 00 76 70,sarlsogeflex@yahoo.fr
Nait Emballage Avicole,"Ichikar .Tazmalt,Bejaia,Algérie,06270",0550 96 94 93 / 0555 09 11 92,fepnm@yahoo.com
SAEPP / Société Algérienne d'Emballage P...,"Boulevard Ben Abdelmalek, Quai Nord,Anna...",038 45 46 26 / 0669 98 52 19 / 0553 25 96 25,sarlgreenpolymer@yahoo.com
Futur Plastique,"Zone industrielle Amara , route Ouled Fa...",023 30 51 08 / 023 30 51 10 / 023 30 51 17 / 0557 08 35 82,emballagefplastique@yahoo.fr
BOUAKAZ,Cité Ouled Maamar. Larbatache. Boudouaou...,0550 69 23 84,
Concorde Paper,"Cité Ibn Khaldoun, villa n°12,Boumerdes,...",024 79 38 42 / 0556 47 95 11,concordepaper@gmail.com
Corso Emballages,Cité Benrahmoune. Corso. Bp 62,,corso-emballage@hotmail.com
Express Carton,"Cité Oued Zied n°131, rdc apc Oued El An...",0662 42 45 15 / 0555 55 21 33,fellahlamine023@gmail.com
LS / Lafarge Sacs,"Zone Industrial W-DE, Bordj-Bou-Arreridj...",035 68 45 21,
Imprimerie Prim Doc,"Cité Chabacheb . Khemis El Khechna,Boume...",024 93 62 52 / 0550 63 18 21 / 0551 53 21 58,primdoc@gmail.com
Transformation de Papier ( Narcisse ),"Cité les Roses 02, lot n°37. Tidjelabine...",0771 14 43 45 / 0777 11 04 68,
TRANSPAS,"Cité Benaadjel. Boudouaou,Boumerdes,Algé...",024 74 90 60 / 0556 49 07 19,
CB / Cardboard,"Cité Nouvelle Zaouia. Beni Tamou,Blida,A...",0770 59 28 10 / 0542 45 40 39 / 0561 61 86 13,sarl.cardboard@gmail.com
Cismi Renove,Coopérative El wifak . N° 8. Aissat Must...,0659 79 29 47,info@cismi-dz.com
Stars Industry,"N° 02/18, coopérative Ras Ousfour. Meghn...",043 39 71 10 / 0770 61 67 00,stars.industry@yahoo.fr
Card Board,"Cité Nouvelle Zaouia.Beni Tamou,Blida,Al...",0561 61 86 13 / 0770 59 28 10 / 0542 45 40 39,sarl.cardboard@gmail.com
Aya Papiers,"Rue de Frères Meddah ,local 68 . Ouled...",0560 01 62 00 / 0560 01 62 02 / 0661 24 92 59,sarl.aymed@gmail.com
Melinda Papier,"Coop Dihia Tours, local 7, sous sol,Tizi...",0553 29 24 68,sidaliaftisse23@gmail.com
Lit Mag EMBALLAGE,"Industrial Zone, service 05. Chetouane,...",,lit-mag@hotmail.fr / litmag-emballage@outlook.fr
Bari Emballage,Zone industrielle Kara Mustapha. Ouled M...,0561 62 73 83 / 0561 64 71 20,sarlbarimohamed@gmail.com
TRANSPAP,"Zone Industrielle Guerrara,Ghardaia,Algé...",0560 22 02 12 / 0559 31 00 63,elhadjomar61@yahoo.fr
CV / Clas'vit,"Zone industrielle de Oued Smar.Bp n°59,A...",023 93 57 29 / 0550 90 02 53 / 0560 01 84 84,clasvit@hotmail.com
Copage Négoce,"Cité les Mandariniers, lot 295.Les Pins...",023 75 00 52 / 0551 78 30 26 / 0551 78 29 89,beifa-algerie@hotmail.com
DAT,"20, rue Sidi Okba.Belle Vue.El Harrach,L...",021 51 52 02 / 0770 94 03 70,dat_algerie@yahoo.fr
Satpap Alif Papier,"50, Zone industrielle.Pont Bouchet.El Ha...",038 42 08 02 / 038 42 08 03,info@satpap-alif.com
EST Cahiers,"Place de l'ancien marché El Milia,Jijel,...",0661 49 71 76,est.cahiers@yahoo.fr
Ital Papier,"Cité EPLF 1016, logts. Bt D49, n°2. El A...",024 36 90 99 / 0550 88 88 03,
Pap Essafir,"Hay takbou,Medea,Algérie,26000",025 58 06 01 / 0550 99 98 71,pap.essafir@yahoo.com
El Houdhoud,"12, rue Pascal Dumas.Bouzereah,Alger,Alg...",021 93 62 62 / 0560 12 33 73 / 0560 11 81 12,elhoudhoud@ymail.com
Papeterie Oranaise,"17, rue Bendjillali Mohamed,Oran,Algérie...",041 85 31 73 / 041 85 31 28 / 0560 03 62 49,fouad_po@yahoo.fr
FABS / Fabrication d'Articles de Bureaux...,"Zone d’activité.Bp n°860.Berriane,Cité L...",029 24 99 35 / 029 24 99 26 / 023 83 36 38 / 023 83 36 44 / 023 83 36 33 / 0555 07 13 00 / 0770 91 4,fabs_berriane@yahoo.fr
Imprimerie Harani,"14, Boulevard Bouaouina Béjaia,Bejaia,Al...",0770320670,contact@imprimerie-harani.com
ACOMP Negoce,"36, Lot Freri n°03 groupe C.Dar El Beida...",021 87 88 78 / 021 87 85 78,info@acompnegoce.com
Sipa Imprimerie,"Cité Benaadjel.Boudouaou,Boumerdes,Algér...",0560 92 75 00,social@sipa-dz.com
EDN / Enveloppe Du Nord,"05, route nationale n°1.Zone Industriell...",025 28 39 35 / 0550 10 66 78 / 0661 81 08 70,edn.sarl@gmail.com
Mac Buro,Local n°08 B.Haouche El Makhfi.Ouled Hed...,024 79 01 45 / 0661 65 20 07 / 0551 19 95 11,ammour_ce@yahoo.fr
Office Line,"Zone d'activité, lot n°41.Bordj Menaiel,...",024 98 31 23 / 0661 24 47 93 / 0770 53 10 57,info@officeline-dz.com
FARAS International,"Zone d'activité Ben Dhanoun, Bp A68, Khe...",0555 01 03 60 / 0770 94 11 11,info@faras-international.com
Cabbabe Fréres,"8, rue Mohamed Douba. Brossette. Hussein...",021 49 66 76,infographie.cabbabe@gmail.com
Imprimerie Le Calligraphe,"Cité des Moudjahidine, villa n°29 .Cheva...",0663 14 50 46 / 0555 60 53 66,lecalligraphe123@yahoo.fr
MOBIZER,"Lotissement du Lycée.Rouiba,Alger,Algéri...",023 71 70 11 / 0560 96 07 91,mobizer98@yahoo.com
Univers 3D,"Cité 120 logts bt K10, quartier Seghir,B...",034 11 33 44 / 0556 16 95 75 / 0661 63 11 91,univers_3dbejaia@yahoo.fr
MEDIMAG,"Cite Giko, local 25 .Nouvelle ville Ali...",031 82 07 73 / 0555 90 45 50,medimag2004@gmail.com
EV / Espace Visuel,"47, cité El Amel Sissaoui,Constantine,Al...",031 61 58 05 / 031 61 51 52 / 0555 78 00 59,espace-visuel@live.fr
Imprimerie Amel en Continu,"5, route Nationale n°1, Zone d'Activité...",025 28 39 35 / 0660 81 08 70,edn.sarl@gmail.com
SIMAN PRESS,"Axe Chaib Route Nationale n°12.Mekla,Tiz...",026 37 00 27 / 0560 03 26 62,impsimanpress@gmail.com
GSCOM / Grande Surface du Commerce Multi...,"Rue du lycée Abdelmoumen. Rouiba,Alger,A...",023 86 03 20 / 023 86 03 21 / 0550 66 95 26 / 0770 94 11 52,gscom.zerifi@yahoo.fr
Force Bureautique,"57, avenue Kritli Mokhtar,Blida,Algérie",025 22 45 79 / 025 32 11 79 / 025 32 20 48 / 0661 91 00 11,forceburblida@yahoo.fr
Paper One,"RUE HASSIBA BEN BOUALI N 152 LOT11,Alger...",0666 56 25 16 / 0550 60 86 45 / 0794 60 85 17,contact@paper-one.dz
Pap Oasis,"Cité des Palmiers n°129.Dar El Beida,Alg...",0550 49 10 72,papoasis@gmail.com
Papeterie Saidj,"52, lotissement logis.Kouba",0661 92 48 52 / 0661 92 48 50,papeteriesaidj@gmail.com
VNS Technology,"Lot C, N°79.Draria,Alger,Algérie",023 26 42 16 / 0540 99 40 64 / 0553 22 29 62 / 0673 83 78 35,sarl.vnstechnology@gmail.com
FADERCO,"Zone Industrielle des Eucalyptus, lot n°...",,hhamla@faderco.dz
Tekron Trade,"3, cité Chateau Rouge Les Eucalyptus,Alg...",0770 48 10 38,mehmet.salihi@tekrongroup.com
HYPRO / Hygienic Product,"Zone industrielle Abou Tachefine,Tlemcen...",043 38 92 78 / 043 38 92 79 / 043 38 02 31,amine.lachachi@gmail.com
Hygienix Manufacture Company,"Lot 216 C.Zone industrielle de Rouiba,Al...",023 85 03 83 / 023 85 00 29 / 0550 90 40 01,norreddine.rachid@hygienix.dz.com
Global Santé,"68, lot Cheikh Tahar,Annaba,Algérie",0550 58 08 10 / 0550 58 08 93,globalsante23000@gmail.com
SOCOTHYD,"Issers,Boumerdes,Algérie,35230",0550 76 51 08 / 0560 22 41 05,contact@socothyd.com / marketing@socothyd.com
Star Brands,Zone Industrielle.Oued Smar,,
CEPRO / Cellulose Processing,Zone d'activité de Tessala El Mardja. Bi...,023 58 40 18 / 023 58 40 19 / 023 58 40 20 / 0661 88 51 84,contact@cepro-dz.com
Alliola Papers,"Cité ONAB II,lot 16.Dar El Beida,Alger,A...",0770 40 04 02 / 0661 48 44 44,alliolapapers@yahoo.fr
CAN Hygiene / ONTEX Algeria,"Haouche Sbaât Lot n°83B, Zone Industriel...",023 86 41 30 / 023 86 41 31,
NC / News Cosmétique,02 fraction 01 ilot 139 Zone Industriell...,041 51 51 80 / 0540 54 85 23 / 0561 61 66 74,shehrazedbakhti@newscosmetique.com
Alaa Hygienne,"Nouvelle .Zone Industrielle.Boutlilis,Or...",0661 20 95 21 / 0553 78 89 21,ouadifoof@hotmail.com
Mon Bébé,"Rn n°05.Souk El Haad,Boumerdes,Algérie",024 96 14 79 / 024 83 01 42 / 0661 65 02 02 / 0550 05 56 03,boumedjkane@hotmail.fr
Kaisen Solution Hygiène,"Coopérative Errochd, n°33.Vieux Kouba,Al...",023 54 51 02 / 0560 79 88 89 / 0555 62 85 72,sarlkaisen@gmail.com
DPEC / Distributeur en Parapharmacie & C...,"40, chemin de la Wilaya.Ben Omar.Kouba,A...",023 78 59 87 / 023 78 59 88 / 023 78 59 90,contact@dpec-algerie.com
INOTIS,"Zone Industrielle II. Es Senia.Bp 62A,Or...",040 21 24 90 / 041 61 76 19 / 040 21 24 90 / 041 61 76 45 / 0560 09 90 69,contact@inotis.com
CIC / Complexe Industriel de Cosmétique,Zone Industrielle lotissement 43/44. Did...,031 90 53 57,
Terkmani & Associés,"1, rue Chérif Nezeli.Ouled Fayet,Alger,A...",023 28 06 44 / 0661 55 12 26 / 0661 51 98 76,sarl.terkmani@yahoo.fr
SATTC / Société Algerienne de Trading &...,"162, Zone industrielle Baba Ali Les Zoui...",023 57 02 13 / 0661 51 57 41 / 0770 90 44 46,mayapaper@hotmail.com
Shym Industrie,"7, Haouche Ouled Ahmed, Château Rouge BP...",,shym-direction@hotmail.fr
Wisso Algerie,"Chaab Rsas, 5eme Km, n° de lot 03, secti...",031 97 57 09 / 0555 04 14 14,wissal_cos@yahoo.fr
Wafa Faile,"132, zone industrielle Amara.Bp 18.Chéra...",0555 04 00 06 / 0555 04 00 09,info@wafafaile.net
Star Ouate,"Sec 04, Gpe 80.Haraoua,Alger,Algérie,161...",023 96 28 17 / 0550 76 78 07,ets_kingtop@yahoo.fr
Procter And Gamble Algérie,Business Center.Pins Maritimes.El Mohama...,021 89 11 82 / 0661 58 29 54,foudhil.fb@pg.com
Wissame Emballages,"CitéBenadjel. Boudouaou,Boumerdes,Algéri...",024 74 90 60 / 0556 50 21 99 / 0556 49 07 19,contact@wissame-emb.com
UHYGIENE / Univers Hygiene,"Devision 07, n°605, quatre chemin Tamenf...",021 86 39 03 / 0553 57 44 77 / 0551 80 73 39 / 0557 54 63 65,contact@uhygiene.com
Oscar Medical,Lotissement Ain El Bey n° 191 C Ali Mend...,0561 70 90 97,oscarmedical.sofia@gmail.com
Onyx Plast,"02, rue Chaabi Messaoud,Setif,Algérie",0662 03 29 30 / 0697 72 20 18 / 0668 80 58 02,sarl.onyxplast@gmail.com
DZ Emballage,"Rue Amara Korba,Annaba,Algérie",0560 99 80 73,dzemballage@gmail.com
My First,"05 Boulevard la Soummam.,Oran,Algérie",0555 36 24 87,chaouch22@outlook.com
Lingex Algerie,"Route d'Alger (25,93 km) 42015 Douaouda,...",0661 86 67 48 / 0662 70 03 08,contact@lingex-algerie.dz
Bourkaib,"11, Lotissement Commercial,Bouira,Algéri...",0559 10 61 49,photinia69@outlook.fr
Paper Napkins,"Tinekachine, Commune de Makouda,Tizi Ouz...",0556 58 05 08,lyes1107@gmail.com
NET PAP,"Cité Adha Commune de Seddouk,Bejaia,Algé...",0558 30 28 09,netpap91@gmail.com
BAIK,"Boushel .Tizi Rached,Tizi Ouzou,Algérie",0781 43 74 43,oualibaik24@gmail.com
ZERAI,"Cité Istamboul, lot n°09, classe 03.Bord...",0550 84 92 97,anicer2003@yahoo.fr
BRICHE,"Local N°01, Coop 361, Cité 924,M'sila,Al...",0665 24 73 78,brichesalah@gmail.com
FADERPAS,"Quartier Ketitan n° 88,Medea,Algérie,260...",0782 34 06 27,nadjib7340@gmail.com
Palymra Papel,"Oran,Algérie,94, Coopérative El Maulid ....",0550 24 81 23,palymra.paper@gmail.com
Foulux,Cité des Fonctionnaires Bloc 90/01. Ain...,0777 10 40 18,feitas.fouad@gmail.com
BBG Company,"02 cité Haidouci , rue 08 n°53 Les Eucal...",0541 56 15 70,walidbeggar1990@hotmail.fr
ECOLIQUIDE,"Tizi Ouzou,Algérie,Immeuble Djurdjura,15...",0770 12 94 23,sarl.ecoliquid@gmail.com
Mister Royal,Cité 19 Les Jardins n°89. Dar El Baida,0780 63 46 82,chelilimed79@gmail.com
Transformation de Papier Benboubetra,"Cité des Travailleurs, n°23.Dar El Beida...",023 74 77 16 / 0550 60 45 39 / 0550 60 45 40 / 0550 60 45 38,sarlbenboubetrafreres@gmail.com
Icone Graphique,Cooprative immobiliere Fatma N'ssoumer....,021 93 51 09 / 021 36 89 23 / 0552 41 97 22,redha.sellidj@iconegraphique.dz
THERMAX,"11, rue Mouloud Feraoun. Dar El Beida,Al...",023 82 31 82 / 023 82 31 85 / 0661 53 05 01 / 0661 53 53 25 / 0550 60 90 80,idirnait@hotmail.com
Polychimical,"Cité Mont- Plaisant villa N°4,21000",0661 33 11 66 / 0661 50 52 61 / 0661 11 13 69,lamouritdz@yahoo.fr
BCZ,"15, Rue du Bassin, El Achour,Alger,Algér...",021 33 14 95 / 021 33 31 52 / 0770 92 80 84,contact@bcz-algerie.com
TRAPACT,"Zone industrielle de Chetouane, desserte...",043 27 89 31 / 043 27 89 33 / 0555 06 46 21,tlmpap@hotmail.com
SHG / Habchi Graphic,"Coopérative Islah, n°09 Gue de Constanti...",021 55 28 24 / 0661 80 06 50 / 0550 45 61 04,habchigraphic@hotmail.fr
IMMO Emballages Import/ Export,"Zone d'activité Zaouia. Beni Tamou,Alger...",0556 56 53 15,sihamine1870@hotmail.fr
TRANSPAC,"02B, route Du Marche Abou Techefine,Tlem...",0770 95 83 13 / 0770 95 83 15,transpac.13@gmail.com
Master Trade / Constantine,"6, avenue Zaamouche Bab El Kentra,Consta...",031 86 63 30 / 0770 35 95 57 / 0770 92 74 65 / 0561 68 84 47,master.constantine@master-trd.com
RAMOS,"Zone d'Activité Industrielle.Beni Tamou,...",025 20 01 31 / 025 20 01 34 / 0555 03 69 50 / 0555 03 69 49,contact@ramos-paper.com
Mega Papiers,"Desserte 05, zone industrielle Chetouane...",0770 94 85 95,sid-ahmed.habri@mega-papiers.com
Graphic Paper,"8A, 8B Boudzazen .Ouled Salah.Taher,Jije...",0770 25 10 12 / 0560 35 75 69,graphicpap@yahoo.fr
Arcon Adhésif,"5, rue de l'Oued la Glacière .Bachedjara...",021 26 77 92 / 021 26 58 01,arcon.adhesif@yahoo.fr
TAZIRI PAP,"13, rue Zabour Larbi(1er Place de Delmon...",0560 06 34 85 / 0560 06 34 78 / 0560 26 39 17 / 0560 27 39 52,taziri_pap.oran@yahoo.com
