Title,Info,Company,Company1
MAB / Moulins Amor Benamor,"Zone industrielle BP 63 , El Fedjoudj,Gu...",037 23 62 42 / 037 13 63 23 / 0792 92 41 40,contact@amorbenamor.com
Beni Dhafer,"Route nationale n°102 Oued Zanati,Guelma...",0664 33 76 22 / 0661 33 04 34,dsosiane35@gmail.com
Bordj Farines,"Zone d'activité n°3.Bordj Menaiel,Boumer...",024 98 30 63 / 0661 65 27 69,sarlbordjfarines@yahoo.fr
MAMIA,"Plage Boudouaou El Bahri,Boumerdes,Algér...",023 96 60 46 / 0661 41 24 89,mamia@gmail.com
MIEF/ Minoterie Industrielle El Fayçal,"Zone industrielle de Si Mustapha,Boumerd...",024 71 03 04 / 0560 19 26 06,miefalgerie@yahoo.fr
Moulins Naama,"Zone industrielle.Kherrouba.Boudouaou,Bo...",0661 65 16 22 / 0550 39 12 90,sarl_naama@yahoo.fr
GMC / Grand Moulin Chibane,"Zone d'activité.El Kseur,Bejaia,Algérie",034 82 33 77 / 0552 83 94 69,
MOULEX / Ets Sfacene,"Zone industrielle.El Kseur,Bejaia,Algéri...",0661 63 10 10,moulex2004@yahoo.fr
Moulins Ouarti,Route de Toudja.Village Laazib.Oued Ghir...,034 17 92 87 / 0555 61 40 36,moulins_ouarti@yahoo.fr
Agro Céréales / Moulin Royal d'Akbou,"Zone d'activité Taharacht,Bejaia,Algérie...",034 19 61 02 / 034 19 61 03 / 0551 79 47 82 / 0770 88 47 70,agrohaddad@yahoo.fr
Sadji Ahmed eT Fils,"Rue des Frères Ouyougout,Bejaia,Algérie,...",0661 63 01 47 / 0661 63 01 56,sarlsadjiahmed6@yahoo.fr
SSG / Semoulerie Soummam Grani,"Zone d'activité Taharacht.Akbou,Bejaia,A...",034 19 62 16 / 034 19 62 17 / 0770 92 20 07,contact@groupe-chikhoune.com
Céréales Hauts Plateaux,"Avenue Bahri Khier.Cité Bizar .Bp 471,Se...",036 53 34 46 / 036 53 34 78,contact_filiale_hps@agrodiv.dz
Les Moulins des Oasis ( Ceréales Zibans...,"Zone industrielle.Touggourt.Bp 173,Ouarg...",029 69 37 72 / 0555 09 09 03,cic-oasistgt@agrodiv.dz
Cic_hodna / Complexe Industriel et comme...,"Route de Bordj Bou Arreridj.Bp 111,M'sil...",035 35 92 98,cic_hodna@agrodiv.dz
Les Moulins de Sidi Aissa,"Sidi Aissa.Bp 27,M'sila,Algérie",035 40 77 38 / 035 40 77 39 / 035 40 77 40,sidiaissa@yahoo.fr
GMS/ Les Grands Moulins du Sud,"Zone d'activité d'Oumache,Biskra,Algérie",033 62 81 43 / 033 62 82 69 / 033 62 81 99 / 033 62 81 50 / 033 62 81 38,gmsudsaharabiskra@gmail.com
Moulin Neofar,"Rn n°12.Ouarkik.Azazga,Tizi Ouzou,Algéri...",0770 40 37 77 / 0770 40 38 38,contact@neofar.com
Moulin Habour,"Zone d'activité.Oued Tlelat.Bp 20,Oran,A...",041 18 30 20 / 0770 33 29 12,moulinhabour@yahoo.fr
MEB / les Moulins de l’Épi de Blé,Zone Industrielle Atlas. Route de Beni T...,025 20 01 14 / 025 20 01 19 / 025 20 01 54 / 0560 32 48 91 / 0560 38 02 57,contact@moula-pates.com
Semoulerie Amour,Zone Industrielle Amour Noureddine. Mouz...,0661 61 00 46,semoulerie@groupeamour.com
SOPI / Société des Pâtes Industrielles,"Lot n°13 Route de Boufarik. Guerrouaou,B...",025 28 08 09 / 025 28 08 13 / 025 28 08 20 / 0555 01 21 95,contact@sopimama.com
OAIC / Office Algérien Inter Professionn...,"5, rue Ferhat Boussaad. Messonier,Alger,...",021 23 73 04 / 021 23 73 05 / 021 23 73 06 / 021 23 04 07,contact@oaic-office.com
MIB / Minoterie Industrielle de Bouira,"Zone d'activité, route de la Gare,Bouira...",026 74 14 89 / 0661 62 00 02,hmt.bouira@outlook.com
Cic_laghouat / Complexe Industriel et co...,"Zone industrielle de Laghouat,Laghouat,A...",029 13 38 30,cic_laghouat@agrodiv.dz
Al Mokadem Distribution,"Lot El Karma, n°10, route de Ain Benian....",023 36 17 28 / 0561 73 13 86,contact@al-mokadem.com
Moulin Hamoudi,"Taourirt Larbaâ. Oued Ghir,Bejaia,Algéri...",0560 92 93 14 / 0560 92 93 15,fab_ets.hamoudi@yahoo.fr
Moulins Somibordj,Route nationale n°5. Boumergued sortie e...,035 69 88 12 / 0560 08 91 00 / 0560 99 59 15,contact@somibordj.com
Bikairi Essafa / Bekkairi Essaf Meunerie...,"Zone industrielle. Lot 69,Tebessa,Algéri...",037 59 20 07 / 0661 36 67 03 / 0560 30 40 00,groupe.bekkairi@gmail.com
Moulin Nakhla,"Abiodh Medjadja,Chlef,Algérie,02000",027 49 32 46 / 027 49 32 52 / 0661 60 14 14 / 0560 08 19 88,sarlnakhla@yahoo.fr
GMC / Groupe Méditerranéen de Communicat...,"2, impass de Biarritz. Pins Maritimes. M...",021 21 02 38 / 021 21 05 87 / 021 21 02 32,gmc.communication@yahoo.fr
Moulins Yahia Frères / Sanabil Es Salem,"Village Khadrouch.Ouled Yahia,Jijel,Algé...",034 46 92 09 / 0661 33 57 14 / 0661 33 56 61 / 0661 33 86 65,moul_sanabil@yahoo.fr
Saiki Nouredine Group,"Cité 480 logements, boulevard Krim Belka...",026 20 56 05 / 0771 80 93 46 / 0550 45 07 21 / 0556 58 39 74,esngroup.dz@gmail.com
GMD / Grands Moulins Dahmani,"Zone d'activité Ouled Moussa,02, rue Ahm...",023 75 52 44 / 0557 43 68 53,gmd.labelle@yahoo.fr
MEXICALI / Minoterie Semoulerie Bouziane...,"Zone industrielle Didouche Mourad,Consta...",031 90 76 00 / 031 90 56 64 / 0661 39 00 00 / 0661 39 00 91 / 0661 39 00 16,contact@mexicali-dz.com
Minoterie LBC,"Zone Industrielle Ouled Mendil, Douera,R...",023 31 31 10 / 0663 21 95 58 / 0661 51 58 21,lbcmakam.hakim@gmail.com
MIS/ Moulins Industriels Du Sebaou,"Zone d'activité Ferraoun 70 bis, Draa-Be...",026 43 87 48 / 026 43 87 72 / 0661 40 26 64,mis.sebaou@yahoo.fr
MS Minoterie,"27, rue des frères Laambarkia,Batna,Algé...",033 22 33 33,sarl_minoterie2004@yahoo.fr
Les Moulins Du Dahra,"Sidi Bouabida. El Attaf,Ain Defla,Algéri...",027 61 51 12 / 027 61 51 15 / 0770 95 02 10,tbdahra@gmail.com
Les Grands Moulins Kenza,Zone industrielle Aissa Ben Hamida.Lot K...,031 90 79 54 / 0560 93 54 48,minot_kenza@yahoo.fr
Semoulerie Zouaoui Frères,"Zone industrielle, lot n°15,Bordj Bou Ar...",035 87 32 01 / 0661 37 00 98 / 0661 37 23 47,abdelwahabzouaoui@yahoo.fr
Moulin El Naama,Zone d'entrepôt Ain Tessara. Ras El Oued...,035 63 52 00 / 035 63 52 10 / 0661 93 92 04,sarl.naama@yahoo.fr
Farine d'Or,"Zone Industrielle Chabat,Ain Temouchent,...",043 60 46 67 / 043 60 31 96 / 0558 67 40 19,farinedor.dz@hotmail.fr
Les Moulins Attou,"Zone Industrielle de Ain Temouchent,Ain...",043 60 26 57 / 0661 22 71 37,les_moulins_attou@hotmail.fr
Gerbior,"Route Nationale N°05, Lachbour El Achir,...",035 76 51 15 / 035 76 53 53 / 0770 92 90 56,info@gerbior.dz.com
Moussa,"Route Nationale n°16, Bir El Ater.,Tebes...",037 64 70 27 / 0661 36 75 09,alidz98@yahoo.fr
Les Moulins El Hassi,"17, rue Pont Albin.El Hassi,Oran,Algérie",0770 52 00 35 / 0772 11 36 93 / 0558 62 95 72,hamadmoulin@gmail.com
Moulins Djoudi,Zone Industrielle n°16.Hassi Ben Okba.Bp...,0550 48 18 48 / 0550 48 18 40,djamel.djoudi1989@gmail.com
Moulins Semfar Cub,"54, rue Tahar Salem .Saint Eugène,Oran,A...",0770 92 04 91 / 0770 92 04 89 / 0770 92 04 90,sari_abderrahmane@outlook.fr
Sayah Mohamed,"Dawar Ain El Beida.Es Senia,Oran,Algérie",0661 20 46 61,
Groupe Thika,"Zone D'activité.Ain Smara.N°41,Constanti...",031 97 10 57 / 031 97 20 25 / 0770 86 02 06,sarlthika@gmail.com
NRS Distrib.Com,"30, rue Ali Meddouche.Hussein Dey,Alger,...",0554 07 97 12,contact@nrsdistrib.com
Agrodiv / Groupe Agro Industries,"28, avenue Colonel Bougara. Belle Vue. E...",021 82 60 39 / 021 82 59 42,contact-groupe@agrodiv.dz
Les Moulins de Rusicadia,"Zone de Dépôt Hamrouche Hamoudi, lot n°...",038 93 13 67 / 0661 68 21 21,farine.elbaida@gmail.com
Cic_mermoura / Complexe Industriel et co...,"Rue Benbrouk Hocine.Heliopolis .,Guelma,...",037 13 45 80 / 037 13 45 72,cic_mermoura@agrodiv.dz
Minoterie Touzala,"Zone d'Activité Sfisef,Sidi Bel Abbès,A...",048 79 10 01 / 048 79 10 03 / 0550 99 06 90 / 0561 69 41 06 / 0661 24 24 24,touzala@hotmail.com
Maïserie de la Tafna,"Route de Sebdou .Maghnia.13300,Tlemcen,A...",043 50 22 22 / 043 31 68 38 / 0555 62 07 65 / 0555 62 08 55,
Hidhab Chahia,Coopérative Immobilière Djamila lot n°14...,036 44 64 60 / 0560 96 40 62,hidhabchahia@yahoo.fr
Minoterie Ben Houhou,"Zone des Parcs.lot n°191.Route Chetma,Bi...",0661 37 87 32 / 0661 41 70 28,sarlbenhouhou@gmail.com
Minoterie El Baraka,"Zone d'Activité Zeribet El Oued,Biskra,A...",033 55 31 68 / 0560 97 19 20 / 0560 97 19 21,minoterie.elbaraka@gmail.com
Moulin Ezibane Echarkia,Zone d'Activité.lot n°45/46/47.Sidi Okba...,033 64 74 16 / 0560 00 41 11 / 0661 68 71 15,sarlmoulinziban@gmail.com
Moulin El Assil,"Sidi Okba,Biskra,Algérie",,
SAFSEM,"Route de Bouandas .Tala Ifacene,Setif,Al...",,
Cic_seybouse / Complexe Industriel et co...,"55, avenue de l'ALN,Annaba,Algérie,23000",038 43 51 74,cic_seybouse@agrodiv.dz
Moulins Le Grand Bleu,"Zone d'Activité, lot n°35/36. Azzefoun,T...",026 45 01 64 / 0770 50 20 98,
Minoterie Farine Maman,"Zone industrielle n°25 Ain Hadjar,Saida,...",,
Moulins Soufia,"Zone Industrielle. Bayada,El Oued,Algéri...",,
El Rouad Industrie & Service,"Zone d'Activité BP 65 .Kouinine,El Oued,...",032 23 89 51 / 0560 01 60 00 / 0661 66 94 94,samil_be@hotmail.com
PRODIAK / Minoterie Semoulerie EZZAHRA,"Zone Industrielle Bp 73. Kouinine,El Oue...",032 23 89 52 / 0661 38 71 09 / 0661 34 10 02 / 0791 25 43 43,prodiak@yahoo.fr
Moulins Guetiane,"Route Nationale n°78 BP 12 .Guigba,Batna...",033 96 02 94 / 0661 34 46 16,smguetiane@yahoo.com
Wam Food,"Lot n°487 Djebel El Ouahche,Constantine,...",031 97 58 83 / 0770 31 17 77,contact@reginat-dietetique.com
Les Moulins de la Chorfa,"Zone industrielle Sig,Mascara,Algérie,29...",045 64 00 44 / 0555 09 09 70,meriem.metidji@groupe-metidji.com
Maiserie El Forsane,Boulevard du 1er novembre.Chabat El Leha...,043 70 02 39 / 0560 01 53 54 / 0773 49 65 15,elomdamess@yahoo.fr
Minoterie Ouled Lamri / Frères Djelloul...,"Zone d'activité Bir Aissa.Ain Tassera,Us...",035 83 73 40 / 035 83 73 39 / 0661 37 00 11,ouledelamri@yahoo.fr
Céréales Centre,"Zone industrielle Benboulaid. Bp, n°6",,contact_filiale_centre@agrodiv.dz / spafilialecerealescentre@gmail.com
Cic_Baghlia / Complexe Industriel et Com...,Zone industrielle Route de Naciria .Bagh...,024 76 00 02,cic_baghlia@agrodiv.dz
Cic_Tadmait / Complexe Industriel et Com...,"Route de la Gare Ferroviaire .Tadmait,Ti...",026 43 75 70,cic.tadmait@yahoo.com
Cic Ksar El Boukhari / Complexe Industri...,Zone industrielle .Ksar El Boukhari . Bp...,025 70 44 55 / 025 67 40 97 / 025 70 48 26 / 025 70 48 27,cic_ksar_el_khoukhari@agrodiv.dz
Cic_molitel / Complexe Industriel et com...,"01 chemin Javal,Blida,Algérie",025 30 00 15 / 025 30 00 16 / 025 30 00 17,cic_molitel@agrodiv.dz
Céréale Ouest,"63, Avenue Aïssat Idir,Sidi Bel Abbès,A...",048 69 80 76,contact_filiale_ouest@agrodiv.dz
Cic_Sidi_Belabbes / Complexe Industriel...,"Faubourg Boumelik,Sidi Bel Abbès,Algéri...",048 70 60 15,cic_sidi_belabbes@agrodiv.dz
Cic El Bahia / Complexe Industriel et co...,"Rue Zitouni Ahmed . Ouled Tlelat,Oran,Al...",041 18 45 55 / 041 43 71 61,cic_el_bahia@agrodiv.dz
Cic Bechar / Complexe Industriel et comm...,"Zone Industrielle de Béchar,Bechar,Algér...",049 20 01 64,cic_bechar@agrodiv.dz
Cic Ouled Mimoun / Complexe Industriel e...,"Route de Sebdou Ouled Mimoun,Tlemcen,Alg...",043 36 19 17,cic_ouled_mimoun@agrodiv.dz
Céréales Des Zibans,"Rn n°03. El Kantara . Bp 10,Biskra,Algér...",033 69 68 01,contact_filiale_zibans@agrodiv.dz
Complexe Industriel et commercial des Au...,"Zone Industrielle Kechida,Batna,Algérie",033 22 24 52 / 0671 71 31 29,cic_aures@agrodiv.dz
Cic El Aouinet / Complexe Industriel et...,"Zone industrielle El Aouinet .Bp n°64,Te...",0560 20 95 21 / 0671 71 36 31,cic_el_aouinet@agrodiv.dz
Cic_Oasis / Complexe Industriel et comme...,Zone industrielle Touggourt .Cp 30200. B...,029 69 62 63,cic_oasis@agrodiv.dz
Cic Sidi Rghis / Complexe Industriel et...,"Zone d’activité Bp 75. Rn n°10,Oum El Bo...",032 54 00 83,cic_sidi_rghis@agrodiv.dz
Cic_Zibans / Complexe Industriel et comm...,"Route Nationale N°03 El Kantara,Biskra,A...",033 69 66 18,cic_zibans@agrodiv.dz
Céréales Laghouat,"Route de Sougueur. Bp 277,Tiaret,Algérie",029 13 38 79 / 029 13 38 81,contact_filiale_laghouat@agrodiv.dz
Cic_mascara / Complexe Industriel et com...,"Faubourg de la gare,Mascara,Algérie",045 75 03 33,cic_mascara@agrodiv.dz
Cic_saida / Complexe Industriel et comme...,"Zone Industrielle Rebahia,Saida,Algérie",048 42 06 46 / 048 42 06 45,cic_saida@agrodiv.dz
Complexe Industriel et commercial / Les...,"BP 84. Chouf Lekdad,Setif,Algérie",036 45 44 19 / 0550 32 64 40,eriadmhpsetif@yahoo.fr
CIC / Filiale Céréales des Haut Plateaux,Route Nationale n°5. Bordj Bou Arreirid...,035 72 12 27 / 0770 55 50 50 / 0770 83 64 21,cic.moulinsdesbibans@gmail.com
Cic_sidi_aissa / Complexe Industriel et...,"Bp 27 .Sidi Aïssa,M'sila,Algérie",035 35 92 98,cic_sidi_aissa@agrodiv.dz / sidiaissa08@yahoo.fr
Cic_ain_bessem / Complexe Industriel et...,"Rue des Jardins . Ain Bessam,Bouira,Algé...",026 88 99 01,cic_ain_bessem@agrodiv.dz
Céréales Constantine,Zone industrielle le palma.Bp 45.Cité du...,031 60 65 26 / 0657 56 89 53,contact_filiale_constantine@agrodiv.dz
Cic_sidi_rached / Complexe Industriel et...,"20, Avenue Aouti Mostefa,Constantine,Alg...",031 87 27 22 / 031 92 96 11,cic_sidi_rached@agrodiv.dz
Cic_littoral / Complexe Industriel et co...,"Avenue du 20 Aout 1955,Skikda,Algérie",038 75 71 50,cic_littoral@agrodiv.dz
Cic_beni_haroune / Complexe Industriel e...,"Route Nationle Grarem,Mila,Algérie",031 45 55 35 / 031 45 43 49,cic_beni_haroune@agrodiv.dz
CADI / Consortium Algerien de Developpem...,"Cité Boussouf, lot MDN, villa 40,Constan...",,essalemagro@yahoo.fr
Pâtes du Sersou,"Zone industrielle.Bp 89Gt.Bounoura,Ghard...",029 87 30 61 / 029 87 33 71 / 029 87 32 53,pates_sersou@yahoo.fr
Abidi Mohamed Minoterie,"Route de sedrata. Belkhir,Guelma,Algérie",0661 36 01 10 / 0560 02 32 29,abidiguelma@yahoo.fr
Semoulerie Industrielle SIM,"Zone industrielle,Ain Defla,Algérie",027 51 21 04 / 027 51 21 05 / 0560 98 93 64,contact@groupesim.com
Moulin Baha,"Zone industrielle Ain D'heb,Medea,Algéri...",025 61 33 51 / 0770 48 35 25,
Sawaben Distribution,"10, rue du Fort l’Empereur,Alger,Algérie",021 72 41 29,sawaben.distribution@gmail.com
Moulins Zitouna,"Zone Industrielle,Propriété 207, proprié...",0559 13 02 79,
Moulin Bouamara,"Zone Industrielle 87/88,Djelfa,Algérie",027 92 18 24 / 0661 63 73 49,
Moulin Ain Sara,Zone d'Activités Industrielles .Rn n°1....,027 82 70 69 / 0560 07 17 15,moulinainsara@yahoo.fr
Boukhiel El Hanaa,"Djelfa,Algérie,Zone Industrielle Bouafia...",027 96 18 23,
Moulin Mohamed Mahdi,N°100.Zone d'Activité. Commune Hammam Bo...,043 62 80 48,mlatacereal@gmail.com
Moulin Ain Larbaa,Zone d'Activité Industrielle .Commune Ai...,043 63 19 19,
MSFH / Minoterie Semoulerie Farines Hama...,"Boumerdes,Algérie,Haouche Ouled Brahim,...",024 86 01 07,koudrirachid@hotmail.fr
Société Grands Moulins Tidjelabine,"Boumerdes,Algérie,Zone industrielle Tidj...",0560 92 94 02 / 0560 92 94 05 / 0560 92 94 06,sarlgmt@outlook.fr
Les Moulins Senoussi,"Zone industrielle Khemisti Hennaya,Tlemc...",0559 02 45 08,liliaprofes@gmail.com
Minoterie Chahda,"Cité Zahraoui. Ilot 99, section 165, loc...",0661 71 97 03,minoteriechahda@gmail.com
LINAT,"Bloc 760, n°1, cité El Bahdja.Touggourt,...",0555 66 65 55,contact@linat-dz.com
Les Moulins Louiza,"Ras El Ma. Guidjel,Setif,Algérie",036 74 01 65 / 0555 55 65 66,moulinslouiza@yahoo.fr
Essanabil El Massia,"16 Rn . Bir El Ater,Tebessa,Algérie",037 64 70 27 / 0661 36 75 09 / 0550 95 90 43,alidz78@yaoo.com
Moulin Sidi Belkheir,"73, route de la wilaya, lot 181. Ain Bei...",0561 68 64 24 / 0770 45 66 99 / 0770 81 02 60,
ARAR,"Cité Intissar ,34 Villas, n° 02,Relizane...",0776 50 73 72,sedik3009@yafoo.fr
Moulin El Maymana,"Zaghloul. Zahana,Mascara,Algérie,29000",0550 13 99 52,moulinelmaymana@gmail.com
Boureba Import/ Export,"Cité 1100 Logements. Cooperative Ouadah,...",0555 46 12 26,eurlboureba@yahoo.com
Moulina,"Bejaia,Algérie,Village El Had, commune d...",056193 15 96,moulina_farine@yahoo.com
Pois Chiches Dhoha,Quartier Ahmed Zabana. Division du 01 No...,0559 14 59 56,zina_boukhari@hotmail.fr
Haddad Youcef,"Bejaia,Algérie,Village Ouzellaguen. Ighz...",0673 00 10 37,kebbamassi5@gmail.com
Bestami / Groupe Guerioune,"Codyet Chenoufe. Ain Azel,Setif,Algérie,...",0660 93 37 17,besmati04@gmail.com
Groupe Djedei,Hai Rymel APC n°01,0770 21 50 58,spadjedei.mila@gmail.com
Moulin Merine Sassi,"Route nationale n°4, Ouled Bouali commun...",0660 62 40 89 / 0661 25 00 79 / 0779 21 54 21,moulin81merine@gmail.com
Amidonnerie de Maghnia,"Rue de Sebdou.Maghnia.Bp 108,Tlemcen,Alg...",,contact@groupe-metidji.com
CM / Comptoir du Maghreb,Zone d'activité.Route de la Salamandre.M...,045 30 84 84 / 045 30 80 80,cm@groupe-metidji.com
Maghreb Fer,"1, cité Administrative 90 logts, lot 90/...",041 23 00 23 / 0555 01 22 08,maghrebfer@gmail.com
Moulin Mahdia,"Zone industrielle Mahdia,Tiaret,Algérie",046 46 33 00 / 046 46 33 01 / 0661 23 00 56,lesmoulinsmahdia@hotmail.fr
Amiral Food,"Cité Solari, lot n°5. Gué de constantine...",021 28 97 65 / 0560 99 83 08,kaoua-food@hotmail.fr
Gold Food,"Zone d'entrepôt n°6, En Nedjma.Sidi Cha...",041 33 72 51 / 041 33 74 81 / 0661 20 51 03 / 0555 61 62 64,contact@goldfood-dz.com
Phobos / Import Export,"10 RUE VENLTOURI El Biar,Alger,Algérie,1...",023 05 04 99 / 0550 41 45 71,phobos.alg@gmail.com
Moulins Ahlem Ganouba Fréres,"Ouargla,Algérie",0661 38 44 20,ganouba@yahoo.com
CCB / Comptoir des Céréales Béjaia,"Rue Boumedaoui Nacer bt E1, Edimco Somac...",034 12 00 24 / 0661 63 56 56,eurlccb@yahoo.fr
Condis Algerie Group,36. rue du 1 er Novembre 1954 .Baba Hass...,0560 91 02 08 / 0659 035 297,contact@condisalgerie.com
PRONEGOCE,"Zone d'Activité Hamadi.Krouma,Skikda,Alg...",038 93 56 46 / 0555 09 00 37,pro_negoce@yahoo.fr
AMIDOR,Zone industriel Fornaka,0659 00 92 24 / 0660 77 17 20,contact@amidor-dz.com
Pâtes et Couscous El Hadja,"Zone d'activité n°364 .El Kseur,Bejaia,A...",030 42 79 85 / 034 82 33 33 / 0555 61 40 50 / 0555 61 40 35,couscous_hadja@hotmail.com
MAHBOUBA,"Zone Industrielle de Berrahal.Bp A 61,An...",038 87 32 28 / 0661 15 56 15 / 0661 32 06 70,info@mahbouba.com
Royal Conserverie Alimentaire,"Talhi Ahmed. Bp 193, Besbes,El Tarf,Algé...",0560 08 06 29 / 0560 08 06 12,groupebousbia@gmail.com
GIPATES,"Zone industrielle, Route de M'sila,Bordj...",035 87 31 75 / 0770 92 42 23,info@gipates.dz
DOUGUIZ,"03, cité SNTP.Route d'El Hamiz,Alger,Alg...",023 70 63 43 / 0661 51 98 56,douguiz@hotmail.com
Prodal Tam,"13, route de Saoula. Djenane Sefari, lot...",021 55 33 55 / 0550 45 36 53,sarlprodaltam@yahoo.fr
Maison Lahlou,"BP 04 Frikat Draa El Mizan,Tizi Ouzou,Al...",026 38 71 91 / 0661 94 09 02,infomaisonlahlou@yahoo.fr
MOLAGRANI,"Zone d'activité.Lot n°13.Ouled Moussa,Bo...",024 93 25 21 / 0561 65 40 53,molagrani.sarl@gmail.com
PROALIMEX,"353, route des Dunes. Chéraga,Alger,Algé...",023 22 63 53 / 0561 61 64 72,sarl.proalimex.direction@yahoo.fr
SB Trading,"Lotissement Naimi II, n°6. Zeralda,Alger...",021 32 90 53 / 0661 51 18 89,sbtrading.contact@gmail.com
Noorespa Import,"Micro Zone lot n°3. Dar El Beida,Alger,A...",021 94 42 70 / 0661 40 41 37 / 0661 40 41 36,naoualbk@gmail.com
SEROLUX,"Zone d'Activité Route de Toughourt,El Ou...",,
Couscous Djamila,"Tala Oulili.Boghni,Tizi Ouzou,Algérie",0675 41 94 84 / 0542 76 83 21,djamilacouscous@gmail.com
Menaa Fast / Export,"Rue Boumaaraf Boukal 03,Batna,Algérie",0661 83 32 33,
Algerie Cofthe,"23, rue Rachid Lefkir.El Mouradia,Alger,...",021 69 91 11 / 0661 76 35 73,algerie_cofthe@yahoo.fr
Pasta Spica d'Oro,"47, route de la Briqueterie. Baba Ali. B...",021 30 97 44,inppasta@yahoo.fr
Semoulerie Ble D'Or,"Zone industrielle, lot 09. BP303. El Eul...",036 87 79 83,groupeissaadi@yahoo.fr
Pasta World,"Zone d'activité Taharacht Akbou,Bejaia,A...",034 19 62 17 / 034 19 62 14 / 0770 92 20 07,contact@groupe-chikhoune.com
Wondy Cook,"Lot 444, rue de L'Arbaa.Baraki,Alger,Alg...",0550 60 71 84,salehnour47@gmail.com
Zaich Fabrication de Patês Alimentaires,Cité 118 logts. Ténès,0777 85 80 34,amouzed522@gmail.com
Pâtes Alimentaires Louiza,"Cité Marhaba, n°15.Baraki,Alger,Algérie",0551 10 01 93,louiza725@gmail.com
Baghriche,"Avenue Kikaya Amar, 1er 2tage, n°3,Const...",0550 55 79 82,warda.tunis16@gmail.com
Tchitola,"56, Zone d'activité Chelgoum El Aid,Mila...",0666 86 74 99,mechitoua.ayache@gmail.com
Berkaoui,"Cité Boulaouch. Draa El Mizan,Tizi Ouzou...",0777 80 20 19,omarbled@yahoo.fr
Groupe Sosim,"Tiaret,Algérie,Zone Industrielle Zaarour...",0779 92 97 53,sosim2016@outlook.fr
Thanina Couscous,"Tizi Ouzou,Algérie,Cité 50 Logts LSP blo...",0662 54 29 22,amarimourad16@yahoo.fr
La Tlemcienne,"N°191. les Dahlias Kiffen,Tlemcen,Algéri...",0556 96 33 39,bedraneabdelghani@gmail.com
Pâte Alimentaire El Yana,"Cité 88 Logts, D 133, N° 39, Division 39...",0552 94 80 88,aliloutfto@gmail.com
